날짜,동|면적,서울,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2015년 03월,동(호),15689,130,295,284,647,247,842,459,826,264,582,1274,553,441,642,556,1090,699,349,588,673,457,965,915,870,1041
,면적,1183,9,21,25,53,20,50,33,64,18,40,81,41,33,51,44,79,50,22,42,50,34,93,77,72,78
2015년 04월,동(호),16107,124,224,377,954,286,694,515,847,331,616,1364,509,449,683,707,964,772,267,728,607,450,808,979,876,976
,면적,1232,9,17,33,67,23,52,38,67,24,42,88,39,35,55,55,70,57,19,55,50,33,78,82,71,72
2015년 05월,동(호),15673,78,225,369,1952,257,541,494,736,291,534,1208,443,490,750,644,970,623,341,594,552,411,612,922,856,780
,면적,1210,6,20,33,144,21,41,36,58,22,38,78,35,39,56,51,74,46,22,44,47,31,61,75,71,60
2015년 06월,동(호),14497,139,218,285,1126,212,522,391,796,272,497,1092,422,397,945,669,850,626,265,768,451,561,617,838,962,576
,면적,1116,11,18,25,90,18,39,29,62,20,34,70,33,31,76,54,62,44,18,53,39,37,58,71,81,44
2015년 07월,동(호),15332,141,212,279,646,210,520,484,710,328,582,1251,451,447,1189,864,999,673,242,647,500,450,754,828,1241,684
,면적,1207,11,18,25,53,16,40,37,57,23,40,80,35,36,100,71,73,49,17,50,42,35,70,71,109,50
2015년 08월,동(호),12605,99,225,226,511,186,402,424,631,243,436,1053,424,420,704,638,840,579,240,523,414,442,759,801,723,662
,면적,1096,8,20,21,40,15,29,30,52,18,30,68,32,33,63,51,60,45,18,42,36,34,68,171,60,51
2015년 09월,동(호),10928,141,206,174,402,155,380,312,565,228,430,957,316,412,523,598,794,516,211,513,421,304,583,561,673,553
,면적,860,12,20,16,31,13,29,22,46,16,30,60,25,33,45,48,60,38,16,41,34,23,54,49,54,44
2015년 10월,동(호),13701,187,194,205,561,177,675,373,623,255,533,1351,365,531,468,661,984,585,401,572,761,407,557,810,813,652
,면적,1040,16,18,19,45,15,39,27,50,18,37,87,28,40,39,53,74,43,28,45,44,31,56,71,67,50
2015년 11월,동(호),12691,120,202,184,490,218,624,390,489,253,430,1060,309,854,502,590,730,536,459,575,476,309,525,925,854,587
,면적,981,11,17,17,39,18,35,25,40,19,30,69,24,71,43,47,54,39,29,45,35,23,51,79,73,46
2015년 12월,동(호),10802,90,174,178,399,186,440,279,389,189,346,812,343,1007,396,606,543,457,171,423,315,273,511,863,890,522
,면적,867,7,16,17,32,16,28,19,32,14,24,54,27,87,35,50,41,31,12,34,27,21,53,78,72,40
2016년 01월,동(호),7589,78,149,137,247,166,243,196,280,92,251,562,264,483,305,329,451,282,156,411,237,199,312,471,980,308
,면적,586,6,12,14,19,13,18,14,23,7,18,38,21,40,24,28,35,20,11,32,20,15,32,41,60,24
2016년 02월,동(호),7520,59,113,128,271,95,239,220,266,96,214,658,281,331,277,311,486,343,112,520,288,225,455,354,852,326
,면적,576,5,10,12,21,7,21,16,21,7,15,44,21,27,23,25,37,23,8,42,21,13,38,30,69,23
2016년 03월,동(호),10472,119,171,145,444,202,545,364,385,151,377,1183,339,578,370,403,656,422,163,474,582,227,635,489,575,473
,면적,787,12,13,14,35,12,47,33,30,11,26,74,25,47,30,31,47,30,12,36,28,17,61,39,49,30
2016년 04월,동(호),11129,68,144,159,556,165,497,278,458,157,375,1079,410,505,423,451,867,468,259,482,460,291,677,683,614,603
,면적,846,6,11,13,43,14,35,20,38,12,25,71,28,41,35,35,60,34,18,37,35,20,69,51,52,43
2016년 05월,동(호),13094,100,199,286,654,220,611,299,554,176,417,1170,467,469,496,560,943,720,243,538,434,367,746,941,852,632
,면적,1016,8,16,30,52,18,45,22,43,13,29,76,37,38,40,44,66,48,18,42,36,27,72,80,70,47
2016년 06월,동(호),14762,142,322,322,813,204,596,340,679,218,473,1186,452,522,565,920,992,624,311,558,471,275,733,1003,1322,719
,면적,1147,11,21,32,64,17,41,25,53,16,33,74,36,42,47,73,70,44,25,45,39,20,71,89,108,53
2016년 07월,동(호),17633,109,209,1376,773,275,645,349,600,223,587,1490,597,489,549,1083,1004,694,377,637,776,404,693,1174,1692,828
,면적,1438,8,16,176,61,23,44,25,47,16,40,93,47,37,46,86,75,50,31,52,63,30,66,104,141,62
2016년 08월,동(호),16519,108,246,294,717,249,740,314,749,241,517,1358,551,535,530,750,1032,666,246,630,655,396,831,920,2353,891
,면적,1309,8,19,29,57,21,51,23,59,19,36,88,44,43,44,60,80,49,18,50,55,30,80,84,195,68
2016년 09월,동(호),13637,103,221,273,549,231,755,362,639,237,501,1220,407,437,514,602,947,553,187,632,567,375,596,953,837,939
,면적,1070,7,19,26,44,21,46,26,53,18,34,78,33,35,41,48,71,41,14,51,47,26,60,91,71,70
2016년 10월,동(호),16319,103,319,336,675,346,1016,413,742,249,563,1384,534,577,602,699,970,705,282,633,663,332,859,1026,1086,1205
,면적,1284,8,27,33,54,29,57,30,59,19,39,90,41,46,50,58,73,52,21,52,56,25,83,97,94,91
2016년 11월,동(호),13838,211,218,280,610,279,697,349,669,251,523,1196,464,389,573,617,871,565,336,532,553,352,805,852,884,762
,면적,1100,10,19,28,48,24,47,25,55,19,38,80,38,32,45,52,65,41,23,43,46,27,78,79,75,62
2016년 12월,동(호),12540,136,182,224,505,198,427,547,450,134,335,860,321,336,1044,820,547,842,327,452,374,259,527,665,710,1318
,면적,1068,10,14,20,41,17,26,51,37,10,24,61,24,27,83,80,44,82,24,34,30,19,51,62,64,132
2017년 01월,동(호),7720,131,92,105,344,110,289,162,442,116,220,508,210,267,237,219,306,241,907,233,279,152,455,329,1088,278
,면적,602,7,6,10,27,9,19,12,35,8,14,35,17,21,18,19,21,17,73,17,22,11,42,30,90,22
2017년 02월,동(호),8064,249,74,159,342,245,285,210,499,245,231,486,246,287,233,315,389,271,311,270,291,201,436,337,1055,397
,면적,597,10,6,14,27,19,19,15,38,12,16,32,17,22,17,19,29,19,24,20,23,15,40,29,83,31
2017년 03월,동(호),9979,367,115,325,398,198,385,272,625,153,284,664,319,497,372,381,442,359,308,433,534,268,457,549,747,527
,면적,747,25,8,27,31,16,27,19,46,11,19,42,24,36,29,28,29,25,23,31,42,18,41,46,62,41
2017년 04월,동(호),12276,485,205,307,376,192,349,257,457,316,365,908,543,1033,436,352,618,393,313,469,474,391,787,709,756,785
,면적,943,39,15,26,30,16,27,18,36,25,25,59,44,79,34,28,41,28,20,36,39,27,69,61,62,60
2017년 05월,동(호),14593,369,225,423,630,257,435,411,578,718,429,1092,657,428,592,441,827,541,239,618,487,397,798,803,1154,1044
,면적,1134,30,17,37,51,21,33,29,45,61,29,69,54,33,47,35,58,40,17,47,39,29,73,67,94,80
2017년 06월,동(호),19044,280,211,524,919,408,676,512,740,210,571,1834,576,535,806,743,1634,737,431,695,656,445,869,1203,1294,1535
,면적,1468,22,17,48,75,33,42,37,60,16,39,116,47,42,62,60,120,55,21,55,55,33,83,99,110,121
2017년 07월,동(호),18541,196,277,757,918,347,594,641,850,370,664,1733,532,671,649,714,1193,705,317,599,708,470,853,1174,1480,1129
,면적,1439,14,21,66,77,29,47,45,63,23,46,111,40,46,52,58,87,52,20,48,54,36,82,104,128,89
2017년 08월,동(호),22647,173,266,644,981,494,744,487,1198,321,622,2103,1015,548,691,676,1093,970,243,1190,648,491,976,1243,1252,3578
,면적,1768,12,21,59,81,30,55,36,90,24,44,141,76,44,52,54,79,77,17,96,56,38,93,112,108,270
2017년 09월,동(호),14688,107,318,1015,712,241,404,438,514,198,400,1476,369,346,407,398,584,554,173,1010,950,883,521,710,666,1294
,면적,1194,8,25,108,73,21,30,27,40,15,30,107,30,26,33,32,43,41,12,82,73,63,50,65,58,102
2017년 10월,동(호),9090,72,242,197,397,111,381,183,821,88,183,473,367,770,422,201,242,235,92,1134,233,146,276,340,297,1187
,면적,652,4,20,19,35,9,30,13,30,6,13,30,20,56,36,16,16,16,6,79,18,10,25,29,25,92
2017년 11월,동(호),11616,54,120,326,456,185,619,520,486,178,252,614,810,287,403,447,431,933,271,984,331,240,605,703,825,536
,면적,882,4,9,27,36,16,47,36,37,13,18,37,52,22,32,34,30,75,20,73,27,17,54,62,67,37
2017년 12월,동(호),16955,79,112,240,563,261,621,727,664,147,298,685,635,888,556,623,511,412,205,1225,423,271,1158,1057,1462,3132
,면적,1347,6,9,22,45,22,47,57,49,11,21,43,52,69,44,51,37,32,14,95,35,20,115,93,119,238
2018년 01월,동(호),18212,114,197,760,610,254,475,1272,690,157,308,754,414,721,511,592,543,755,1081,780,421,291,915,884,2222,2491
,면적,1429,9,15,69,50,22,36,100,54,12,20,50,31,50,41,49,39,60,74,61,35,21,75,82,173,203
2018년 02월,동(호),15305,103,227,850,614,273,626,520,724,224,486,1205,1251,534,587,587,730,548,147,607,537,344,864,925,1097,695
,면적,1181,8,18,58,49,23,47,34,58,13,28,80,96,40,46,47,53,40,10,48,44,25,79,87,93,54
2018년 03월,동(호),20673,130,367,950,677,298,612,740,1306,303,697,1495,1209,592,620,661,1038,1110,523,1279,889,585,1503,1104,1094,891
,면적,1576,11,29,67,50,27,48,46,98,24,46,95,82,47,51,53,77,84,55,91,66,44,135,95,89,64
2018년 04월,동(호),10130,251,195,142,482,176,392,276,763,207,335,632,432,279,364,322,587,482,479,411,757,311,380,348,527,600
,면적,749,12,12,13,33,14,27,20,52,15,24,42,32,21,26,25,44,34,58,29,56,23,34,29,36,35
2018년 05월,동(호),12312,46,205,148,231,105,525,278,483,178,264,579,1916,527,515,321,417,452,163,1149,316,247,548,2093,270,336
,면적,913,4,12,14,19,9,32,21,39,14,19,39,138,39,36,25,31,31,10,76,25,19,41,179,21,22
2018년 06월,동(호),9013,79,142,151,166,86,306,362,416,151,262,502,424,305,1499,278,330,379,155,400,400,254,429,1091,209,237
,면적,637,6,9,15,12,7,22,25,30,12,18,32,31,23,111,21,24,23,11,26,32,19,36,58,18,15
2018년 07월,동(호),13648,70,95,192,214,83,648,252,496,162,303,1415,418,299,310,444,464,527,151,2225,411,362,519,2251,1066,271
,면적,992,5,7,18,16,7,42,18,36,12,22,101,33,21,23,34,32,34,11,151,33,28,40,175,76,19
2018년 08월,동(호),13182,74,100,202,322,110,770,541,865,229,405,811,500,624,490,1079,586,568,256,1774,391,331,325,799,432,598
,면적,944,6,8,19,25,8,49,39,62,18,28,54,40,46,32,80,42,40,18,125,30,27,30,48,34,37
2018년 09월,동(호),17564,137,126,256,554,258,840,390,1742,327,755,1524,666,806,593,1048,822,783,369,620,948,349,581,698,830,1542
,면적,1317,9,11,26,43,20,61,27,132,26,54,98,54,66,43,81,59,56,26,41,66,26,52,57,70,114
2018년 10월,동(호),16609,112,157,247,543,259,496,400,665,277,607,1695,544,503,597,684,664,1192,349,1023,894,335,1896,716,985,769
,면적,1261,10,14,26,42,21,36,29,45,21,44,109,41,33,38,56,51,85,24,73,64,23,171,68,82,56
2018년 11월,동(호),7848,60,218,214,167,343,205,176,842,105,223,556,723,193,492,238,204,376,305,352,205,215,445,358,402,231
,면적,551,5,8,20,14,25,13,13,60,8,16,36,53,14,37,18,14,26,20,20,13,11,37,26,29,15
2018년 12월,동(호),6590,64,78,445,160,315,201,122,189,61,161,312,285,714,630,139,291,311,349,150,280,105,457,278,323,170
,면적,430,4,4,21,10,16,12,8,13,5,11,20,21,50,40,11,18,17,24,10,20,7,34,23,20,10
2019년 01월,동(호),7000,51,59,66,73,82,231,108,213,45,135,267,515,510,141,155,105,818,307,325,463,95,463,814,598,361
,면적,487,3,3,5,6,5,13,7,16,4,9,17,32,40,10,11,7,51,20,21,36,6,39,69,39,19
2019년 02월,동(호),4625,56,59,50,77,41,694,77,223,46,107,264,409,443,149,130,58,155,149,66,447,105,195,195,345,85
,면적,326,4,3,5,9,3,45,5,17,3,7,16,26,33,10,9,4,9,9,4,34,6,12,18,31,5
2019년 03월,동(호),6464,78,70,65,82,60,596,99,424,53,120,222,910,271,93,252,133,167,109,594,224,94,845,380,249,274
,면적,467,6,4,5,5,5,33,7,32,4,8,14,72,22,6,20,8,10,7,42,18,6,67,32,23,14
2019년 04월,동(호),6275,64,83,148,108,133,220,118,747,73,150,840,377,188,203,377,235,266,112,158,151,161,319,587,266,191
,면적,444,5,5,12,8,10,12,8,53,6,10,56,27,14,16,30,14,16,8,9,12,11,23,46,23,11
2019년 05월,동(호),7278,43,101,125,99,561,648,271,568,78,153,349,582,178,208,280,300,387,84,137,150,158,684,478,399,257
,면적,535,3,6,12,8,48,48,15,39,6,10,22,38,13,15,23,20,19,6,10,12,10,63,39,34,17
2019년 06월,동(호),11205,55,212,247,531,296,1063,137,322,174,170,458,780,937,210,706,431,413,107,290,142,188,270,498,1795,773
,면적,744,4,8,19,32,27,85,9,24,10,11,28,47,62,15,58,26,20,7,19,11,13,24,43,94,47
2019년 07월,동(호),13597,75,120,224,304,224,855,880,777,137,309,1400,244,503,343,662,355,350,175,329,275,468,1375,729,1998,486
,면적,1049,6,8,20,23,17,62,66,58,10,21,96,17,38,25,53,25,23,12,24,22,33,111,67,179,33
2019년 08월,동(호),13960,83,118,232,468,355,662,450,1240,163,293,894,638,316,445,482,365,494,152,553,367,470,1263,802,1827,828
,면적,1052,6,9,21,36,31,44,35,93,11,21,57,47,24,32,39,26,31,11,36,29,36,110,71,141,56
2019년 09월,동(호),11483,63,83,178,455,289,2118,325,643,166,260,737,688,371,435,333,331,379,164,359,283,423,571,518,525,786
,면적,853,5,7,17,36,26,158,21,44,11,18,49,38,28,33,27,24,26,10,28,23,35,50,46,44,49
2019년 10월,동(호),14393,79,115,193,340,299,598,311,2257,159,352,918,521,830,640,477,768,477,252,387,575,316,574,595,1300,1060
,면적,1037,7,10,16,26,23,36,23,158,12,25,57,34,56,46,37,52,32,18,28,40,24,48,51,109,70
2019년 11월,동(호),15032,115,175,249,570,300,789,555,1186,205,425,1114,389,721,616,630,662,542,284,669,431,396,618,985,870,1536
,면적,1111,10,13,23,42,25,46,36,90,15,29,73,26,52,46,50,46,39,20,45,35,30,55,89,75,100
2019년 12월,동(호),18298,204,205,342,776,317,683,613,1424,194,514,1454,478,946,740,864,781,716,263,996,875,468,767,1071,1178,1429
,면적,1355,17,17,34,59,27,44,33,101,14,36,87,35,68,56,68,56,52,19,72,68,34,68,94,104,93
2020년 01월,동(호),17545,194,186,634,458,192,802,307,762,526,493,1291,447,2027,551,638,774,620,511,1016,379,1301,657,520,890,1369
,면적,1217,16,14,40,35,16,45,21,58,34,35,80,32,136,39,49,47,44,31,73,30,86,52,46,71,85
2020년 02월,동(호),16515,91,124,448,400,163,986,440,674,360,508,1390,516,1081,509,551,717,719,233,475,552,347,473,961,2706,1091
,면적,1186,6,10,34,31,13,52,29,51,28,36,86,37,67,34,39,48,52,16,34,35,24,35,71,249,70
2020년 03월,동(호),15521,104,116,186,325,123,563,510,941,354,679,1347,566,696,2051,747,564,606,301,1597,579,446,378,345,365,1032
,면적,1027,8,10,14,25,9,36,34,60,28,48,83,39,40,133,46,39,44,19,96,44,29,27,25,29,64
2020년 04월,동(호),7332,55,50,228,157,99,216,218,230,121,260,542,615,315,283,385,480,280,134,459,239,289,313,776,222,366
,면적,450,4,4,14,12,8,13,15,17,9,18,34,31,17,20,20,29,19,8,18,17,18,21,47,16,20
2020년 05월,동(호),9767,68,63,834,154,116,289,286,286,142,332,517,532,193,308,655,295,378,125,334,190,152,590,2262,345,321
,면적,661,5,5,42,12,9,19,16,21,11,20,33,31,14,19,38,20,24,8,14,14,11,42,187,26,19
2020년 06월,동(호),15761,106,151,267,393,180,427,433,599,288,729,1456,519,563,692,866,1000,765,236,741,452,443,725,1968,987,775
,면적,1134,8,11,28,31,15,32,28,46,22,48,90,39,38,43,65,61,53,17,43,35,34,56,160,75,57
2020년 07월,동(호),24038,173,223,478,1600,438,985,604,1096,423,1049,1950,1176,959,914,1135,2514,1029,358,709,1326,487,783,1116,1524,989
,면적,1751,14,19,40,119,31,63,41,83,32,70,123,77,62,62,81,179,74,50,52,104,36,67,84,114,72
2020년 08월,동(호),12277,80,310,259,347,248,916,333,479,117,367,858,477,310,582,510,877,377,178,427,922,275,727,931,830,540
,면적,861,6,14,22,28,15,65,22,34,8,26,50,33,23,35,38,61,27,12,30,68,20,58,67,59,38
2020년 09월,동(호),13207,57,464,150,250,591,302,391,621,94,235,1546,568,540,231,261,503,296,192,328,813,404,1122,1080,722,1446
,면적,894,5,24,14,20,46,19,28,37,7,16,96,30,30,17,19,33,20,12,23,58,22,94,72,49,101
2020년 10월,동(호),10276,51,136,127,125,164,242,217,393,151,201,561,2277,305,224,436,333,274,188,373,196,227,423,724,665,1263
,면적,651,4,8,11,10,8,15,13,24,9,13,31,142,21,17,22,24,18,10,25,15,15,30,49,43,73
2020년 11월,동(호),10548,100,179,245,231,367,216,126,260,88,231,485,441,298,278,420,327,374,237,654,464,195,482,994,982,1874
,면적,708,6,11,18,19,30,14,8,18,6,16,29,24,21,19,31,23,22,12,41,31,14,39,67,65,123
2020년 12월,동(호),14060,102,132,247,466,205,385,263,485,172,431,1219,1099,511,391,471,699,553,450,763,582,368,788,1848,696,734
,면적,983,9,10,24,34,13,26,17,33,13,29,78,74,36,30,34,47,36,20,52,36,22,61,147,57,45
2021년 01월,동(호),14004,61,99,156,246,186,404,315,609,175,317,728,1058,212,284,463,454,323,107,507,743,297,668,4456,704,432
,면적,1058,5,8,14,18,8,22,19,34,12,20,43,76,16,20,31,31,22,7,33,56,23,52,418,44,27
2021년 02월,동(호),8804,62,125,133,238,143,288,184,761,119,327,665,258,196,264,324,665,354,148,366,208,202,376,878,332,1188
,면적,612,5,6,12,19,9,18,11,41,9,22,40,20,15,20,23,46,21,9,26,17,13,32,61,24,91
2021년 03월,동(호),8336,67,68,173,672,87,265,219,379,268,253,631,219,224,216,363,400,329,143,244,194,172,485,1174,433,658
,면적,520,5,5,18,44,7,16,15,25,12,17,34,15,14,14,26,23,22,10,18,13,11,37,53,24,41
2021년 04월,동(호),11709,104,103,477,175,135,617,223,266,92,232,582,1209,249,192,292,398,275,135,183,176,254,2098,363,1825,1054
,면적,918,6,6,85,14,9,42,14,18,7,14,33,89,16,13,21,22,17,8,14,13,14,187,27,140,87
2021년 05월,동(호),9428,77,117,187,258,74,180,246,353,130,282,623,463,187,291,271,421,299,1049,420,218,175,1468,633,594,412
,면적,674,5,8,21,19,6,12,15,24,8,17,36,32,13,19,20,27,20,71,25,17,12,138,47,40,23
2021년 06월,동(호),7421,36,74,114,153,196,261,207,370,97,301,514,278,189,445,190,372,406,99,192,164,308,294,776,847,538
,면적,463,4,4,10,12,11,14,14,22,7,19,31,17,13,24,14,25,23,6,13,13,17,23,52,44,30
2021년 07월,동(호),7848,89,284,130,183,69,238,219,312,162,251,489,706,157,253,220,501,439,100,343,186,219,360,833,911,194
,면적,631,4,11,12,14,5,17,14,23,9,17,30,36,11,16,16,29,21,7,23,15,14,159,63,52,13
2021년 08월,동(호),6655,53,128,110,179,92,213,183,378,133,207,435,239,204,195,192,373,320,290,243,275,202,850,549,419,193
,면적,466,5,6,10,14,7,14,12,24,10,14,27,17,14,13,14,27,20,22,17,15,13,69,38,29,13
2021년 09월,동(호),5759,92,57,93,178,71,197,260,447,99,150,354,213,176,175,184,261,298,100,475,153,149,423,434,287,433
,면적,400,4,4,9,13,5,12,13,27,7,10,21,14,13,13,14,19,16,7,33,12,10,38,31,22,32
2021년 10월,동(호),4316,89,58,70,187,131,164,125,186,48,189,312,163,172,134,117,176,169,83,428,110,151,183,462,236,173
,면적,278,3,4,7,10,5,10,8,13,4,9,17,11,12,10,9,11,12,5,22,8,10,17,33,16,11
2021년 11월,동(호),4437,61,30,46,97,49,125,92,133,40,106,194,499,140,81,106,204,123,84,197,96,95,175,521,376,767
,면적,303,2,2,4,7,3,8,5,9,3,7,11,34,11,6,8,12,8,5,10,7,6,16,35,22,63
2021년 12월,동(호),4931,47,511,55,66,33,261,105,123,29,121,155,426,148,99,83,140,186,31,237,79,60,153,454,1057,272
,면적,289,2,22,5,5,2,11,5,8,2,5,9,21,10,6,6,9,8,2,12,5,4,12,33,69,14
2022년 01월,동(호),4461,34,62,32,539,101,151,93,272,579,46,87,381,58,108,72,453,158,22,81,58,56,383,193,186,256
,면적,236,2,3,2,15,4,5,5,18,40,3,5,18,4,6,5,26,9,1,4,4,3,16,15,11,13
2022년 02월,동(호),3571,80,220,135,400,187,76,50,74,23,45,104,76,42,67,66,148,74,25,330,55,47,84,900,150,113
,면적,222,6,10,7,33,6,4,3,4,1,3,6,5,3,5,4,6,4,1,12,4,3,6,70,9,6
2022년 03월,동(호),3926,29,35,149,46,26,176,62,182,190,51,155,91,66,221,62,138,81,182,110,1266,63,151,208,113,73
,면적,231,2,2,8,3,2,10,3,8,10,3,8,5,4,11,4,7,4,6,6,87,4,8,13,8,4
2022년 04월,동(호),3508,35,35,92,74,47,157,260,96,358,104,272,84,74,122,116,198,162,59,197,106,61,211,246,231,111
,면적,233,2,2,8,5,3,10,14,7,28,6,16,5,5,7,8,11,10,4,12,8,4,18,18,15,7
2022년 05월,동(호),4835,32,59,129,111,64,152,189,125,166,84,211,107,146,139,141,196,171,58,164,121,120,368,432,196,1154
,면적,325,2,4,13,8,5,9,8,9,9,6,12,8,8,9,11,12,10,3,10,9,6,36,27,14,75
2022년 06월,동(호),4168,28,35,51,108,44,548,61,468,295,47,119,74,81,390,59,89,114,40,182,199,233,362,349,117,75
,면적,257,2,2,5,7,4,39,3,20,19,3,7,4,5,30,4,5,7,2,10,7,12,24,25,7,4
2022년 07월,동(호),4651,18,279,28,172,126,1223,42,52,66,65,92,67,44,193,41,67,478,60,73,50,745,86,297,243,44
,면적,304,1,12,2,12,8,92,2,3,4,4,5,4,2,10,3,3,29,4,5,4,56,7,19,9,2
2022년 08월,동(호),2739,22,293,28,68,26,97,35,28,27,53,68,63,38,72,30,252,55,41,44,390,34,587,278,51,59
,면적,175,1,14,2,4,1,4,2,2,2,3,3,4,2,4,2,8,3,2,3,26,2,53,17,4,4
2022년 09월,동(호),1773,24,20,24,36,26,210,40,45,45,45,80,44,50,55,41,50,57,28,57,41,26,62,569,61,37
,면적,101,1,1,2,2,2,8,2,3,2,3,4,3,2,3,3,3,3,1,3,2,2,4,33,5,3
2022년 10월,동(호),2087,12,19,23,30,12,52,33,240,34,38,75,40,54,33,71,34,91,18,108,371,25,69,140,241,224
,면적,118,0,1,2,2,1,3,2,12,2,2,4,3,4,2,5,2,5,1,4,17,2,4,11,19,7
2022년 11월,동(호),2140,10,21,22,33,32,55,26,220,18,30,79,37,46,42,31,51,56,154,116,32,154,70,345,83,377
,면적,120,1,1,1,2,2,3,2,10,1,2,4,2,2,3,2,3,3,5,6,2,9,4,17,6,25
2022년 12월,동(호),3348,21,18,67,107,114,407,496,85,94,67,151,56,199,67,94,53,70,44,133,62,19,167,378,173,206
,면적,198,1,1,5,7,4,20,34,5,3,4,9,3,14,4,6,3,4,2,8,4,1,10,20,11,12
2023년 01월,동(호),4529,10,28,16,337,31,1478,70,605,23,47,108,184,55,158,41,70,49,33,177,210,22,40,169,107,461
,면적,287,1,1,1,23,2,104,5,41,1,3,6,9,4,8,3,4,3,1,8,16,1,4,10,9,20
2023년 02월,동(호),10226,19,40,34,385,48,929,231,778,195,113,202,183,179,107,121,109,125,30,137,83,43,113,173,523,5326
,면적,604,1,3,3,24,4,67,12,48,9,7,12,11,10,7,9,7,9,2,9,5,2,10,13,31,288
2023년 03월,동(호),6225,32,32,34,190,55,155,408,622,77,117,235,386,119,151,147,169,182,61,235,142,77,156,253,347,1843
,면적,410,2,3,3,14,4,11,29,47,5,7,14,19,8,11,11,12,13,4,17,10,6,13,18,25,105
2023년 04월,동(호),5296,38,72,94,201,61,243,75,171,59,97,196,612,126,133,164,174,158,42,347,148,92,150,241,271,1331
,면적,341,2,4,5,15,5,16,5,12,4,6,13,41,8,10,11,11,10,3,21,11,6,14,21,21,65
2023년 05월,동(호),12001,41,86,65,270,128,1185,109,262,99,147,322,213,137,203,168,202,185,60,398,154,97,241,412,388,6429
,면적,960,3,6,6,16,7,70,7,18,7,10,19,15,10,14,13,13,13,4,28,11,7,18,34,31,581
2023년 06월,동(호),6506,33,76,68,218,100,517,152,218,204,121,320,501,162,211,191,251,180,65,803,152,298,198,516,319,632
,면적,448,3,5,6,15,8,29,9,15,12,8,19,39,12,16,15,17,12,5,59,12,18,16,43,25,32
2023년 07월,동(호),7626,35,78,71,195,75,422,277,1708,119,127,306,688,700,207,176,223,168,65,330,167,103,332,400,327,327
,면적,508,2,5,7,15,6,25,14,113,8,8,19,40,41,14,14,15,12,5,19,13,7,23,33,27,22
2023년 08월,동(호),5830,37,69,99,214,78,436,102,230,210,135,350,206,377,270,220,256,195,70,300,171,402,296,410,340,357
,면적,405,3,5,10,16,6,25,7,16,9,9,22,15,28,18,17,16,13,5,18,13,27,24,35,25,25
2023년 09월,동(호),6938,49,74,178,207,812,1729,97,208,115,144,309,179,198,216,204,288,166,64,212,193,128,229,322,302,315
,면적,472,4,6,16,16,74,74,7,15,9,9,19,13,14,15,16,19,12,5,17,15,9,20,25,25,20
2023년 10월,동(호),6605,38,46,93,475,92,1719,105,264,115,157,251,213,113,141,149,237,287,57,194,350,169,199,346,233,562
,면적,440,3,3,8,27,7,108,7,15,8,9,15,13,8,10,11,16,19,4,13,24,11,16,26,19,39
2023년 11월,동(호),6135,37,68,70,256,308,372,157,333,141,83,235,217,88,184,146,203,256,75,139,414,519,1024,201,156,453
,면적,419,2,5,8,15,17,20,7,26,8,6,14,14,7,12,12,13,16,4,10,20,32,94,17,13,28
2023년 12월,동(호),6005,25,45,44,101,62,956,571,199,46,102,177,83,68,226,203,379,126,39,113,149,304,998,234,242,513
,면적,391,2,3,4,7,4,59,16,13,3,7,11,6,5,10,14,27,8,3,9,9,15,88,21,15,32
