지역명,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24
기장군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.0535,59.9086,60.0785,60.1201,59.566,59.5306,59.5255,59.5919,59.577,59.8289,60.3967,60.6302,60.7345,61.1573,61.4161,61.5222,61.5456,61.5525,61.5159,61.3675,61.5968,61.5894,61.5339,61.6386,62.1325,62.1925,62.4963,62.488,62.5351,62.8387,64.4881,64.6553,64.6299,65.9117,67.0408,67.0408,69.7589,70.692,71.1881,71.251,70.8787,70.7746,70.6626,69.8419,69.7652,70.3083,70.6298,70.6171,70.6799,70.4597,70.3164,70.0366,69.721,69.7854,69.5221,69.1647,69.1156,69.0157,68.9155,68.8929,68.9644,69.0671,68.9718,69.0226,69.0323,69.0107,68.7464,69.4082,69.1284,69.0167,69.0167,69.3155,69.5164,69.6696,69.9731,70.3225,70.513,70.6041,70.6041,70.7456,70.7092,70.637,70.6796,70.6796,70.236,70.5664,71.6265,71.7931,72.1153,72.1153,72.78,71.9896,70.9053,70.68,70.6156,70.3955,69.6392,69.9951,69.3594,69.7658,70.4212,70.3954,69.6696,69.3055,68.573,68.918054,69.59096232,69.87800027,70.05708698,70.01182654,70.14248366,70.45932702,70.49617572,70.87316345,70.78024848,69.63215888,68.83674826,67.51314195,66.9102376,67.17094436,67.2100956,67.35028102,66.96598752,66.84590786,66.77187283,66.83275321,66.94792416,67.29207108,67.84715539,68.15756246
대구,54.2,54.7,55.2,56.3,57.4,57.9,60.4,60.2,60.3,61,61.2,61.6,62.1,62.8,63.9,64.8,65.1,66.1,66.4,66.3,66.2,68.8,69.5,70.4,70.5,71,71.5,72,72.2,72.2,71.8,71.6,71.2,70.9,72.3,72.8,72,72.5,73,72.5,72.7,72.1,71.9,72,72.8,77,77.5,77.9,78,77.7,78.1,78.1,77.8,77,75.9,71.602,71.9436,71.0935,69.7161,69.1037,68.5188,68.3354,68.3612,68.352,68.1695,68.2086,67.5996,66.8892,66.7828,66.778,66.8698,66.9674,66.469,66.474,66.935,66.973,66.846,66.51,66.304,66.104,65.728,65.669,65.886,66.221,66.505,66.663,66.78,66.918,66.937,66.957,66.952,66.904,67.102,67.225,67.388,67.483,67.546,67.504,67.522,67.555,67.45,67.286,67.203,67.144,67.194,67.136,67.308,67.457,67.592,67.657,67.618,67.608,67.668,67.669,67.67,67.673,67.658,67.645,67.655,67.509,67.134,65.3697,64.913,64.889,64.7189,64.5931,64.5568,64.6873,64.9484,65.3866,65.671,65.9565,66.06,66.1298,66.5925,66.9037,67.0607,67.1612,67.3941,67.5534,67.7905,68.1026,68.3693,68.821,69.0659,69.3067,69.7833,70.0978,70.4723,70.738,69.5093,69.5506,69.6737,69.9639,70.1345,70.4966,70.7204,71.0533,71.3574,71.6314,72.075,72.2974,72.4674,72.6609,72.7259,73.048,73.6644,74.0577,74.3373,74.5831,74.8473,75.1837,74.8395,74.6452,74.4184,74.1661,74.2096,74.1785,74.1175,74.2016,74.2642,74.369,74.35,74.14,74.5147,74.7127,75.0391,74.9762,74.8735,74.9143,74.764,75.0372,75.3654,75.7939,75.8757,76.0709,76.2917,75.6372,75.267,75.2082,74.9518,74.573,74.6409,74.809,75.145,75.358,75.5285,75.6617,75.5611,75.3472,75.3927,75.1033,75.0703,74.9917,75.1421,75.3206,75.4668,75.6073,75.7571,75.9022,76.0982,76.0477,76.0558,75.8649,75.6592,75.3626,75.3557,75.0991,75.0512,74.8163,74.627,74.2307,74.0018,73.8064,73.6961,73.5737,73.4572,73.1881,73.0482,73.0199,72.9625,72.8695,72.7271,72.679,72.7682,72.795,72.7408,72.82,72.8468,72.8148,73.0471,73.2504,73.3773,73.4387,73.3106,73.2788,73.2399,73.1868,73.066,72.7689,72.584,72.4511,72.4527,72.2924,71.3935,70.9121,70.4825,70.0249,69.5924,69.3488,69.4013,69.6569,70.4463,71.0943,71.1464,71.2568,71.3403,71.322773,71.31469383,71.24632176,71.22080483,70.78669634,70.44863483,70.19432838,69.95477938,70.06187047,69.99136592,71.71904903,71.33099691,70.77281867,70.23927225,69.6898864,69.42734738,69.09255227,68.95336021,68.8889967,68.64430391,68.56007827,68.44007167,68.36142965,68.33906535,68.28915257
중구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.8146,70.8741,70.7736,70.7928,70.726,71.0625,71.0557,71.1312,71.3632,72.6388,73.0249,72.4799,72.6345,72.9873,74.7113,74.6928,75.1633,74.8918,74.7039,74.6822,74.773,74.5658,73.428,73.1521,72.7555,72.9213,72.2171,72.5586,72.8664,73.898,73.9763,74.0344,74.1563,75.0926,75.7349,75.7349,75.8834,76.5338,76.4989,76.2223,76.0873,76.5031,76.4166,76.3477,76.4534,76.5013,76.5013,76.5893,76.3511,75.721,75.7168,75.649,75.1343,73.3719,72.5912,72.3716,71.5311,71.387,71.0794,70.9695,70.6284,71.7888,72.3861,71.7441,71.4394,70.9567,69.9436,69.3874,69.4425,69.7296,69.7296,70.5394,70.3719,70.1266,70.1952,70.0721,70.0434,70.0961,71.0913,71.3133,71.781,72.3018,72.2427,72.2427,72.2371,72.2608,71.7351,71.106,70.9598,70.9598,70.2004,69.8032,69.0331,69.2587,68.6676,68.6005,68.4787,70.7049,71.3263,71.0598,71.4556,71.5129,71.5563,71.5974,71.499,71.180307,70.49584464,70.44999928,70.41150094,69.9114117,69.66933264,69.33299762,68.26360897,68.41742941,68.21348915,68.3647328,68.02382678,68.02580809,65.63442229,65.38398937,65.27463327,65.28484172,64.91125823,64.44200197,63.87584295,63.58112046,63.47885385,63.59361571,63.39785995,63.47019827
동구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.1843,71.8636,71.366,71.2027,71.1229,70.9022,70.924,70.9715,70.8963,71.0257,71.0672,70.8942,71.3916,71.3636,71.6106,71.5075,71.4633,71.5761,71.1891,71.092,70.7238,70.602,70.5728,70.7753,70.4247,70.4411,70.9644,70.9324,69.8816,70.2079,70.4692,70.6181,70.8207,71.9268,71.7414,71.7414,71.9321,71.8235,71.7531,71.8429,71.9539,71.8328,72.014,72.5012,72.64,72.5934,72.8347,72.9043,72.9043,72.9703,72.9498,72.9601,72.8767,72.7353,72.6053,72.5702,72.5391,72.5448,72.4576,72.1433,72.0275,71.9439,71.6557,71.3,71.1592,71.0253,71.1662,71.2565,71.0661,70.9222,70.9222,70.8605,70.9098,71.0168,70.9783,71.0656,70.7494,70.6533,70.644,70.9256,70.977,70.6681,70.5996,70.5996,70.5775,70.64,70.5517,70.4238,70.5252,70.5252,70.5668,72.368,72.2458,72.1101,72.1543,71.7146,71.412,70.9776,70.8769,70.9731,71.0434,71.2063,70.8049,71.7528,72.0836,72.259082,72.17080889,72.09887816,72.00686464,72.11715463,72.0205217,72.13084133,72.18308209,72.29914658,72.40881952,73.74312706,73.26236666,72.43200953,72.14162941,71.8720678,71.48833915,70.88187095,70.51916852,70.20285907,69.8159347,69.6095222,69.47256537,69.43975994,69.44761577,69.22788822
서구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.7117,68.8278,68.4321,68.3192,68.9189,69.0912,68.929,68.5332,68.2039,68.2285,68.2113,68.0083,68.4782,68.7676,69.098,69.0701,69.1955,70.4102,69.8522,69.3601,69.6774,69.4836,69.3075,69.353,68.8654,68.1705,67.6215,67.5422,67.7232,67.6927,67.7262,68.7405,68.9252,69.426,69.4416,69.4416,69.4923,69.4055,69.3455,68.912,68.2419,68.2523,68.35,68.3356,68.2143,68.3108,69.8734,69.9355,70.3003,70.5108,70.7018,70.6893,70.8026,70.9762,70.9429,70.608,70.6232,70.6263,70.6263,70.6311,70.6484,70.0672,69.9859,69.5188,69.2566,69.1997,68.4425,68.3505,68.2769,68.6935,68.6935,68.4465,68.2989,67.9131,67.817,67.8462,67.6996,67.5256,67.4418,67.6565,67.6074,67.3965,67.1692,67.1692,66.4366,66.0287,64.4851,63.5939,63.1386,63.1386,62.3673,62.0349,61.1101,59.0027,58.3221,57.6119,58.4445,59.2974,60.598,60.6008,60.572,60.7162,60.8344,62.4541,62.8766,62.883571,62.60274347,62.40690257,62.33124812,61.92856165,61.94567994,61.77250062,61.89629383,62.0415076,62.85007542,62.40545487,62.51274513,61.95865179,61.10029403,60.8336432,59.90117273,58.63914924,58.57832792,58.60190546,58.78797886,58.41071256,58.8597476,58.93336368,58.92107284,58.75124992
남구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.4551,72.4621,72.5583,72.4328,72.2724,72.3932,72.4442,72.9538,71.7215,71.469,71.0809,71.0056,70.7385,70.5593,70.311,70.3742,70.027,70.9408,70.9095,69.5598,70.2588,71.931,71.1247,70.8597,70.9496,70.471,70.3873,70.2205,70.4867,70.771,70.8605,70.749,72.0079,72.1913,72.4045,72.4045,72.5784,72.6962,72.9739,72.9356,72.8407,72.9774,72.9487,73.2696,73.2786,73.2655,73.1303,73.1367,73.8301,74.041,73.8813,73.868,73.5982,73.5458,74.0687,74.4415,74.7637,74.8288,75.0802,74.7479,74.4281,74.2496,74.4224,74.2871,74.0586,73.8691,73.2711,72.7732,72.7955,72.4941,72.4941,72.0897,71.917,71.9129,71.7932,71.8864,72.0225,71.1409,71.1401,70.765,71.1197,70.9971,71.2242,71.2242,70.6239,70.5136,70.6581,70.7452,70.6077,70.6077,69.7001,68.9296,67.7192,66.9297,66.7992,65.8115,65.0944,64.6747,65.4373,65.2936,65.1628,67.2948,67.287,67.1091,66.5735,66.841605,66.84160523,66.85687396,67.16098785,67.17479303,66.8929806,66.84164923,67.13726612,67.14854651,67.13461058,69.5790521,69.22600752,68.98608403,68.02023064,66.76022756,66.41077251,65.36850962,65.34714489,66.00320774,66.56054759,65.94228331,66.03352496,66.24228276,66.22248855,66.57916431
북구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75.3669,75.2083,74.7554,74.5722,74.632,74.3533,74.1281,74.2415,75.1305,75.306,75.4044,75.1764,75.0854,75.0172,74.6797,74.8677,74.7385,74.6493,74.6566,74.7693,75.1175,75.3274,75.3916,75.5418,77.1421,76.5244,75.5838,76.4275,76.4915,75.3327,75.0453,75.0778,75.5829,75.9489,76.0717,76.0717,76.6093,76.8215,76.7522,76.8455,76.8413,76.8309,77.0911,77.3607,77.5358,77.5589,77.6135,77.7216,77.8317,77.637,77.7777,77.5308,77.7539,77.5862,77.4169,77.2146,77.1063,77.0855,77.0068,76.7677,76.5995,76.8481,76.8945,76.9861,77.1858,77.3063,77.3987,77.6893,77.7362,77.6431,77.6431,77.879,77.9497,78.2539,78.3696,78.3979,78.2234,78.1837,78.2713,78.2652,78.1972,78.5465,78.2482,78.2482,78.2691,78.2691,78.6766,78.5652,78.7166,78.7166,78.7029,78.8587,78.5278,78.4842,77.9953,77.5085,76.6161,75.9584,76.085,76.1366,76.313,77.741,78.1471,78.4395,78.5669,78.688382,78.73857829,78.28468496,78.35258662,78.21390237,77.95540659,78.14736654,78.08081017,78.22642406,78.30865113,79.34266346,79.3918839,78.8756606,78.49677098,77.6285747,77.50805023,76.88063342,76.60870289,76.35647269,76.24414475,76.26379575,76.02881035,75.95515912,75.96179842,76.13505699
수성구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.3503,73.2871,73.2287,73.1408,73.1261,73.2476,73.6668,73.7309,74.0377,74.0558,74.1934,74.0062,74.199,73.9233,74.1389,73.8043,73.7196,73.2749,72.4821,73.7875,74.4674,75.2213,75.6881,76.3727,76.6964,75.3418,75.2889,75.0389,74.6976,74.5522,74.3523,74.8177,75.041,75.1821,75.438,75.438,75.4724,75.5292,75.8408,75.698,75.98,76.0004,76.1809,75.7462,75.9339,76.0981,76.1633,76.4206,76.4368,76.3951,76.397,75.8376,74.7787,74.1457,74.312,73.6213,73.3148,72.2393,71.6499,70.8769,69.8386,69.3112,68.9493,68.775,68.4821,67.6109,67.3029,67.1255,66.9131,67.1513,67.1513,66.4885,66.5099,66.4677,66.4396,66.4234,66.4202,66.3606,66.3562,66.1578,66.1466,65.9587,65.8961,65.8961,65.7238,65.7142,65.476,64.8548,64.4051,64.4051,63.3591,62.5825,61.1556,60.499,60.3889,59.9128,59.6387,59.3913,59.2584,59.1072,59.1242,58.9186,58.8464,58.9504,59.0544,59.28483,59.30007802,59.3520835,59.327328,59.38907332,59.35997574,59.29984325,59.28995396,59.32506548,59.30225535,62.84217921,62.4206371,61.62518086,61.46875871,61.28045626,60.76156259,60.64969209,60.77637973,60.64155919,60.15628567,60.04795487,60.00359182,59.87027588,59.74962201,59.45084153
달서구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.8434,77.5861,77.4939,77.1068,77.2515,77.0648,76.6741,76.5995,76.1651,76.1594,75.9962,75.6825,76.182,76.8312,77.5927,77.5363,77.2625,77.5311,77.7754,77.8083,78.258,78.9187,79.0255,79.1057,78.6998,78.1404,77.6334,77.0304,76.838,76.3261,76.6732,76.656,76.9226,76.9406,77.2316,77.2316,76.9601,76.1661,76.2294,75.9372,75.9947,75.8346,76.0891,76.4204,76.4318,76.6578,76.7809,76.903,77.3923,77.421,77.3657,77.2857,77.0678,76.7956,77.0528,76.8665,77.0945,77.0947,76.98,76.5697,76.6518,76.1797,76.0948,76.0084,75.8269,75.5788,75.3057,75.19,75.1202,74.5707,74.5707,74.2412,74.3746,74.3231,74.0647,74.1225,74.3419,74.4441,75.1148,75.815,76.2134,76.3606,76.0068,76.0068,76.0136,75.9261,75.6114,75.2629,74.8377,74.8377,74.9788,74.2906,72.9033,72.2834,71.5071,71.5166,71.1319,71.0176,70.8828,71.889,74.169,74.902,75.0761,74.4189,74.3085,73.815717,73.85525117,73.97589751,73.83963552,72.45085698,71.74422613,70.88484079,69.90403896,69.9006514,69.22918836,71.43357229,70.76588508,70.38861689,69.93005563,69.28767901,69.4611618,69.13962329,68.96156015,69.25400493,69.20128986,69.31113527,69.36292237,69.2975605,69.28028062,69.29032511
달성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.5866,74.0899,73.8322,73.1565,72.9596,73.8055,74.0086,74.7799,74.6447,75.055,74.7915,74.9326,76.6426,77.5147,78.2691,78.223,78.5469,78.5043,78.663,79.0485,78.8565,78.9051,78.806,78.5818,78.521,78.0738,77.6639,77.6522,77.1452,76.9746,77.3908,77.595,78.0153,77.4784,77.5578,77.5578,77.0686,76.5729,76.3263,74.0913,72.9511,72.5362,72.0643,72.6873,73.3238,73.777,73.8817,74.1289,74.1415,73.9543,73.895,73.9185,74.6684,74.7654,74.0308,73.9792,73.8268,73.7746,73.7223,73.5434,73.9171,74.0163,74.0071,74.012,73.978,73.9426,74.3933,74.425,74.6945,73.8804,73.8804,73.7758,74.1081,74.0501,74.113,74.5152,74.8539,74.8365,74.9162,75.0324,75.0982,75.2585,75.6876,75.6876,75.673,75.5176,75.5011,75.4988,75.487,75.487,76.2796,76.0777,75.4586,74.8474,74.3624,73.027,72.5444,72.1477,72.3524,72.3242,73.1989,74.1236,73.9507,74.3574,74.6064,74.833322,74.86694173,74.83829574,74.91420865,74.72083191,74.23022059,73.88235075,74.32112545,74.71455125,75.26612418,74.03019902,73.76781523,73.21125227,72.18800077,71.7301761,71.51878787,71.55898137,71.52317952,71.31026507,71.06813859,70.84530609,70.19811504,69.99223838,70.04018245,69.96126755
인천,47.3,48.8,51.8,54.6,55.9,56,56.3,56.9,57.5,58.6,59.6,59.2,59.3,60.3,62.6,63.3,63.9,63.8,63.6,63.8,65.4,66.3,66.8,66.6,66.3,66.5,68.4,69.3,69.2,69.4,69.6,69.6,70,70.2,70.9,70.5,70.7,70.3,70.7,71.4,71.1,70.9,70.6,70.1,69.6,67.5,66.2,64.7,63.8,63,62.88,62.77,62.42,61.69,60.67,60.3191,60.1557,59.9245,59.2533,58.9038,58.4229,58.3059,58.4634,58.4746,58.4737,58.3542,58.2857,57.9034,57.5962,57.5572,57.2749,57.0933,55.272,54.992,54.974,55.204,55.235,55.048,54.968,54.855,54.855,55.045,55.274,55.344,55.464,55.663,55.907,56.247,56.482,56.339,56.332,56.355,56.369,56.435,56.35,55.196,53.903,53.013,52.941,53.073,53.005,52.764,52.371,51.714,50.843,50.266,49.339,48.507,47.867,47.252,46.731,45.998,45.108,44.282,43.085,42.317,41.923,41.867,42.018,42.113,42.184,42.0105,41.9624,42.1159,42.1713,42.21,42.2694,42.3887,42.5388,43.0163,43.2135,43.4152,43.4357,43.4833,43.7103,43.9492,44.2906,44.6454,45.1398,45.606,45.9866,46.4001,46.8884,47.4748,47.6156,47.6804,47.9655,48.4589,48.7673,48.8719,48.2186,48.4352,48.7044,49.2961,49.898,50.2599,50.363,50.6149,50.9926,51.3089,51.7413,52.1484,52.3329,52.6275,52.7648,53.24,53.8483,54.3681,54.5137,54.6935,55.0575,55.6604,55.3475,55.7207,56.0035,56.4081,57.1037,57.9175,58.7179,59.6468,60.0557,60.4174,61.3083,62.3255,63.2199,63.3718,63.8743,64.1585,64.5581,65.0271,65.198,65.6821,66.059,66.4325,67.1706,67.7597,68.3058,68.5842,69.464,69.899,70.5712,71.6103,72.3125,73.3993,73.7358,72.7464,73.3666,74.0337,74.303,74.6555,74.9878,75.3611,75.5123,75.5528,75.8773,75.9442,75.9903,76.4706,76.7022,76.7452,76.8177,76.9473,77.138,76.9586,76.7778,76.6687,76.6988,76.6666,76.575,76.3264,76.1964,76.0809,75.9835,75.7448,75.7924,75.7852,75.761,75.6739,75.6361,75.5555,75.5219,75.4029,75.3198,75.2173,75.0832,75.2026,75.1496,75.1125,75.1353,75.0635,75.1747,75.1398,75.1176,74.9825,74.7363,73.6458,73.1408,72.6652,72.0023,71.3755,71.0418,71.3769,71.9014,73.1783,73.6355,73.5279,73.1532,72.6259,71.89,71.0193,69.7481,69.1213,68.2525,67.6063,66.8201,66.0855,65.8474,65.81928,65.68003799,65.72247456,65.86433775,65.99340818,66.13675037,66.11834418,66.11200918,66.18846648,66.11973907,66.75495053,66.40739345,65.33731446,64.28390441,64.44149798,64.46413854,64.41302313,64.24316295,64.11146623,63.96576656,64.00319417,64.14211402,64.13622551,64.20643703,64.2740933
