지역명,Jan-86,Feb-86,Mar-86,Apr-86,May-86,Jun-86,Jul-86,Aug-86,Sep-86,Oct-86,Nov-86,Dec-86,Jan-87,Feb-87,Mar-87,Apr-87,May-87,Jun-87,Jul-87,Aug-87,Sep-87,Oct-87,Nov-87,Dec-87,Jan-88,Feb-88,Mar-88,Apr-88,May-88,Jun-88,Jul-88,Aug-88,Sep-88,Oct-88,Nov-88,Dec-88,Jan-89,Feb-89,Mar-89,Apr-89,May-89,Jun-89,Jul-89,Aug-89,Sep-89,Oct-89,Nov-89,Dec-89,Jan-90,Feb-90,Mar-90,Apr-90,May-90,Jun-90,Jul-90,Aug-90,Sep-90,Oct-90,Nov-90,Dec-90,Jan-91,Feb-91,Mar-91,Apr-91,May-91,Jun-91,Jul-91,Aug-91,Sep-91,Oct-91,Nov-91,Dec-91,Jan-92,Feb-92,Mar-92,Apr-92,May-92,Jun-92,Jul-92,Aug-92,Sep-92,Oct-92,Nov-92,Dec-92,Jan-93,Feb-93,Mar-93,Apr-93,May-93,Jun-93,Jul-93,Aug-93,Sep-93,Oct-93,Nov-93,Dec-93,Jan-94,Feb-94,Mar-94,Apr-94,May-94,Jun-94,Jul-94,Aug-94,Sep-94,Oct-94,Nov-94,Dec-94,Jan-95,Feb-95,Mar-95,Apr-95,May-95,Jun-95,Jul-95,Aug-95,Sep-95,Oct-95,Nov-95,Dec-95,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24
전국,9.009376,9.269012,9.554612,9.762321,9.788285,9.736357,9.710394,9.788285,10.047921,10.125812,9.892139,9.68443,9.710394,9.97003,10.307557,10.61912,10.722975,10.774902,10.826829,10.90472,11.501883,11.657665,11.917301,11.917301,12.099047,12.540428,13.059701,13.423191,13.6309,13.656864,13.682827,13.968427,13.968427,13.890536,13.604937,13.501082,13.682827,14.331918,14.903118,15.630099,15.733953,15.604135,15.396426,15.578172,16.175335,16.668644,16.616716,16.512862,17.135989,19.031333,19.524642,20.043914,19.862169,19.602533,19.498678,19.758314,20.173732,20.30355,20.563187,19.966023,20.147769,20.848786,21.44595,21.913295,21.601731,21.186313,21.004568,20.900714,21.212277,21.342095,21.004568,20.641077,20.796859,21.212277,22.069076,22.510458,22.562385,22.38064,22.302749,22.562385,22.95184,22.899912,22.66624,22.38064,22.458531,22.899912,23.367257,23.471112,23.237439,23.081658,22.977803,23.02973,23.159548,23.31533,23.31533,23.237439,23.31533,23.574966,23.912493,24.094239,24.17213,24.224057,24.224057,24.379839,24.717366,24.82122,24.847184,24.795257,24.873147,25.158747,25.574165,25.781874,25.75591,25.729947,25.67802,25.75591,25.963619,26.067474,26.015547,25.963619,26.171328,26.586746,27.157946,27.391618,27.443546,27.495473,27.495473,27.858964,28.508054,28.689799,28.637872,28.611909,28.923472,29.442744,29.702381,29.728344,29.650453,29.546599,29.494672,29.546599,29.754308,29.650453,29.442744,29.079254,28.663836,27.755109,26.379037,24.743329,23.523039,22.95184,22.822021,23.211476,23.393221,23.159548,23.02973,23.211476,24.146166,25.288565,26.067474,26.560783,26.976201,27.339691,27.599327,28.196491,29.079254,29.468708,29.416781,29.416781,29.884126,30.974598,31.649652,32.116997,32.142961,32.06507,32.194888,32.63627,33.311324,33.700778,33.493069,32.99976,33.129578,34.012341,34.869141,35.414377,35.803831,36.167322,36.894303,37.906884,38.945429,39.386811,39.386811,39.59452,40.762882,42.190881,43.281353,43.852553,43.878517,43.852553,44.112189,44.657425,45.176698,45.098807,44.553571,44.423753,44.579534,44.994952,45.332479,45.332479,45.202661,44.76128,44.537589,44.506424,44.764932,44.888403,44.669956,44.26219,44.156656,44.391577,44.658103,44.75893,44.735661,44.491608,44.211751,43.834717,43.68441,43.584818,43.335405,43.048257,42.862396,43.048522,43.338044,43.607435,43.78237,43.95488,44.101582,44.285138,44.769809,45.208648,45.407103,45.521816,45.740334,46.01127,46.415458,46.734361,46.980053,47.032506,47.074117,47.173043,47.563823,48.126638,48.684692,48.993427,49.251235,49.421093,49.630029,49.780652,49.755515,49.72683,49.724361,49.764403,49.841065,49.900586,49.907979,49.914901,49.966395,50.060414,50.309184,50.594247,50.710497,50.809932,50.878376,50.937566,51.112305,51.201327,50.992834,50.290962,49.684642,49.559592,49.657922,49.78245,49.927183,50.121731,50.357749,50.647165,51.546259,51.996978,52.401211,52.577881,52.781655,53.236289,53.664638,54.042071,54.302246,54.531963,54.724754,54.962343,55.352405,55.892229,56.670616,57.229941,57.841218,59.023728,60.382677,61.377631,62.059699,62.569362,63.195793,64.130441,65.254359,65.981573,66.447777,66.505745,66.677958,66.969115,67.340752,67.700066,67.84843,67.93165,68.038705,68.112922,68.385021,68.815804,69.172083,69.361752,69.554775,69.805036,70.184879,70.508011,70.676034,70.877676,71.173437,71.625817,72.352815,73.145702,73.753545,74.321241,74.686166,75.129634,75.621979,75.943162,76.035387,76.17718,76.308731,76.467334,76.751301,77.034188,77.282769,77.561268,77.77091,78.06614,78.556281,79.088635,79.45045,79.940689,80.355102,80.731131,81.250267,81.577475,82.05106,82.30356,82.478265,82.649461,82.786499,82.894951,83.004148,83.08729,83.171078,83.245845,83.325049,83.493212,83.692039,83.760961,83.790781,83.809966,83.818859,83.831624,83.853052,83.907586,83.960453,84.003077,84.010142,84.03153,84.018567,83.999668,83.979184,83.958684,83.924248,83.858507,83.761761,83.672894,83.557377,83.519777,83.577619,83.625814,83.611245,83.527826,83.472577,83.267635,83.061462,82.861497,82.739433,82.613184,82.517175,82.498353,82.497908,82.550769,82.628244,82.764992,82.931603,83.117898,83.31298,83.399153,83.460291,83.682412,84.154355,84.638415,85.547115,86.189523,87.76339,88.988712,89.889539,90.694154,91.436591,92.119297,92.766403,93.917031,94.95827,96.225007,97.401118,98.124216,99.139255,99.674825,100,100.1971888,100.3373199,100.5426944,100.8135542,100.912467,100.9283182,100.7583173,100.5636287,99.85301679,98.10877179,95.84886353,93.07124758,91.08599667,89.84862873,88.91390725,88.23183092,87.96119514,87.68887718,87.60530908,87.77795417,88.03195608,88.27558841,88.4090321,88.53551052
서울,7.755721,8.083758,8.364932,8.552382,8.622675,8.552382,8.552382,8.622675,8.974143,8.997574,8.622675,8.341501,8.482088,8.786693,9.11473,9.395904,9.442767,9.51306,9.51306,9.583354,10.051977,10.145702,10.356583,10.356583,10.544032,10.989225,11.481279,11.739022,11.785885,11.645298,11.668729,11.856178,11.832747,11.69216,11.270399,11.082949,11.364123,12.067059,12.699701,13.402636,13.28548,13.027737,12.816857,13.168325,14.082141,14.574195,14.550764,14.363315,15.2537,17.292213,17.737405,18.112304,17.64368,17.268781,17.948286,17.503093,18.018579,18.112304,18.604359,17.760836,18.206029,19.143276,19.939936,20.174248,19.565037,18.838671,18.815239,18.768377,19.42445,19.658762,19.143276,18.604359,19.049551,19.635331,20.596009,20.830321,20.736596,20.385129,20.338266,20.900615,21.20522,21.088064,20.80689,20.502285,20.689734,21.158358,21.556688,21.509825,21.20522,20.947477,20.900615,20.970908,21.017771,21.088064,21.017771,20.924046,20.994339,21.322376,21.697275,21.955018,22.00188,22.095605,22.048743,22.259623,22.634522,22.704816,22.704816,22.657953,22.728247,23.032852,23.407751,23.548338,23.454614,23.407751,23.38432,23.478045,23.618632,23.618632,23.548338,23.431182,23.618632,23.946668,24.227843,24.391861,24.415292,24.485586,24.57931,25.047934,25.727438,25.704007,25.539989,25.704007,26.1492,26.54753,26.54753,26.524099,26.336649,26.032044,25.96175,26.008613,26.36008,26.172631,25.797732,25.305677,24.883916,23.946668,22.142467,19.82278,18.487203,17.971717,18.323185,19.237001,19.775918,19.377588,19.143276,19.635331,20.619441,21.931587,22.657953,23.126577,23.548338,23.876375,24.321567,25.188521,26.219493,26.36008,26.172631,26.008613,26.406943,27.555071,28.281437,28.679767,28.773492,28.703198,28.867217,29.359272,30.062207,30.390244,29.874758,29.148391,29.406134,30.366812,31.11661,31.819546,32.358463,32.733362,33.553453,34.748444,35.920003,36.06059,35.943434,35.966865,37.138424,38.684882,39.997028,40.746826,40.723395,40.699964,41.168588,41.965248,42.293284,41.684074,40.582808,40.067322,39.926735,40.254771,40.606239,40.535946,40.207909,39.622129,39.253144,39.189432,39.415885,39.456501,39.151897,38.781071,38.647173,38.855808,39.085259,39.116618,39.03912,38.685508,38.417705,37.993943,37.806185,37.663505,37.39891,37.079085,36.844425,36.929179,37.028626,37.159333,37.189824,37.342071,37.472269,37.718755,38.378366,38.950265,39.201011,39.362347,39.700913,40.059948,40.650903,41.118305,41.383684,41.46258,41.545058,41.710673,42.220566,42.917794,43.636331,43.880809,44.168281,44.34528,44.613778,44.807867,44.785007,44.766511,44.800563,44.869541,44.905353,44.931637,44.888569,44.840243,44.930576,45.051606,45.361233,45.649652,45.73497,45.751443,45.783792,45.782598,45.82491,45.722887,45.270958,44.054182,43.313985,43.403315,43.689783,43.962917,44.140623,44.466125,44.858112,45.286293,46.549437,47.057247,47.449522,47.622968,47.885169,48.35732,48.693985,48.931911,49.076202,49.149826,49.181553,49.276672,49.616529,50.187402,50.747223,51.139779,51.720974,52.810002,53.756213,54.115262,54.292326,54.54386,55.152676,56.096318,57.337273,57.930684,58.10432,58.000678,57.970141,58.081344,58.221871,58.2361,58.194562,58.177211,58.147965,58.151395,58.453234,58.833503,59.137178,59.282112,59.476581,59.742955,60.056832,60.304826,60.434487,60.585033,60.975719,61.576762,62.449935,63.389106,64.029579,64.597468,65.115294,65.638809,66.097967,66.339249,66.39865,66.455972,66.529407,66.679813,66.922655,67.212202,67.452388,67.736599,68.013035,68.436277,69.137749,69.894851,70.393044,71.024288,71.575906,72.110426,72.806831,73.233687,73.853706,74.216125,74.486103,74.734977,74.947777,75.120225,75.310502,75.514593,75.696286,75.824027,75.965262,76.205037,76.412426,76.512342,76.557562,76.578869,76.611275,76.668987,76.754089,76.997028,77.269416,77.542943,77.6669,77.810914,77.969998,78.103981,78.246561,78.340849,78.432907,78.426666,78.371906,78.343491,78.370152,78.507419,78.972704,79.349776,79.443837,79.368152,79.287781,79.017836,78.794697,78.665493,78.587992,78.529117,78.552769,78.644545,78.746816,78.933886,79.099898,79.399492,79.681242,79.884973,80.032447,80.087,80.132809,80.415524,81.220105,82.177054,83.896087,85.035048,87.387632,89.123855,90.480045,91.476134,92.207568,92.723002,93.392746,94.774128,95.814962,96.876152,97.866394,98.343551,99.245559,99.695779,100,100.1092241,100.0871872,100.1521826,100.411903,100.5786721,100.6413386,100.4997967,100.3080516,99.64213021,97.46239423,94.25926835,90.50446049,88.12490112,86.54327129,85.47310872,84.83467604,84.72989269,84.52345997,84.55386904,84.91176,85.44228714,85.97560884,86.3781877,86.76678481
강북14개구,8.52567,8.625678,8.850696,9.000707,9.150719,9.150719,9.225725,9.225725,9.325733,9.450743,9.375737,9.300731,9.225725,9.275729,9.625757,9.825772,9.850774,10.000786,10.000786,10.125796,10.375816,10.800849,11.075871,11.075871,11.075871,11.425898,11.925937,12.025945,12.475981,12.175957,12.200959,12.375973,12.425977,12.350971,12.000943,11.800928,12.175957,12.951018,13.876091,14.62615,14.826165,14.476138,14.62615,15.076185,16.001258,15.826244,15.90125,15.52622,16.376287,18.276437,18.801478,18.976492,18.32644,17.651387,17.651387,18.026417,18.851482,18.776476,18.401446,17.476374,18.026417,19.576539,20.22659,20.251592,19.326519,18.751474,18.751474,18.726472,19.301517,19.626543,18.95149,18.526456,19.101501,19.751552,20.676625,21.001651,20.751631,20.576617,20.651623,21.276672,21.851718,21.651702,21.526692,21.101659,21.451686,22.126739,22.701784,22.65178,22.026731,21.601698,21.576696,21.776712,21.851718,21.901721,21.826716,21.726708,21.901721,22.526771,23.401839,23.901879,23.876877,23.826873,23.726865,24.151898,24.67694,24.626936,24.526928,24.42692,24.501926,24.926959,25.251985,25.101973,24.951961,24.876955,24.801949,25.001965,25.151977,25.201981,25.151977,25.001965,25.251985,25.877034,26.277065,26.577089,26.752103,26.852111,27.027124,27.827187,28.577246,28.527242,28.202217,28.152213,28.552244,28.927274,29.027282,29.177293,28.87727,28.227219,28.077207,28.177215,29.077285,28.927274,28.577246,28.052205,27.702177,26.727101,24.526928,21.851718,20.326598,19.501533,19.626543,20.301596,20.476609,20.301596,20.076578,20.501611,21.50169,23.126818,23.951883,24.476924,25.026967,25.126975,25.552008,26.177058,27.60217,27.727179,27.302146,27.027124,27.552166,28.952276,30.177372,30.377388,30.327384,30.202374,30.477396,31.052441,31.602484,31.727494,30.952433,29.90235,30.302382,31.902508,32.877584,33.702649,34.277694,34.452708,35.227769,36.227848,37.602956,37.40294,36.927903,36.777891,38.077993,39.82813,41.503262,42.503341,42.478339,42.178315,42.578347,43.553423,43.978457,43.428413,42.178315,41.153235,40.853211,41.253243,41.578268,41.378252,41.003223,40.403176,39.964594,39.884224,40.011333,40.004875,39.651566,39.236464,39.129421,39.381786,39.527658,39.632445,39.659328,39.369358,39.14305,38.851683,38.668372,38.518135,38.291521,37.929925,37.705181,37.694244,37.806899,37.807834,37.747351,37.699282,37.712596,37.931048,38.360296,38.795614,38.949874,39.044873,39.299675,39.613468,40.115473,40.525494,40.822826,40.975982,41.098399,41.355592,41.889486,42.649181,43.393317,43.643581,43.980738,44.185751,44.645347,45.001598,45.055406,45.104422,45.194922,45.310132,45.453202,45.575687,45.629524,45.630313,45.788302,45.966319,46.405895,46.853321,46.958668,46.971563,47.01195,47.064883,47.230771,47.321278,46.993716,45.85657,45.17482,44.986349,45.102068,45.215645,45.328069,45.534367,45.845267,46.211234,47.443688,47.978639,48.253254,48.331005,48.400882,48.755831,49.200482,49.440757,49.556146,49.546114,49.500604,49.569289,49.873625,50.405018,50.803052,51.038752,51.539722,52.757002,53.95939,54.366264,54.583428,54.714453,55.283236,56.256318,57.57368,58.27058,58.556255,58.470732,58.430883,58.553261,58.73613,58.825805,58.818212,58.787232,58.758071,58.752045,59.020498,59.259757,59.388871,59.416803,59.504437,59.724095,60.081718,60.296598,60.431928,60.579142,60.985131,61.55642,62.400463,63.384178,63.943511,64.388416,64.786236,65.283431,65.779794,66.109801,66.228402,66.381687,66.504486,66.693722,66.908896,67.179214,67.396242,67.653277,67.851891,68.216958,68.944387,69.649329,70.104957,70.721989,71.248073,71.797338,72.435209,72.838823,73.419115,73.784769,74.073344,74.385973,74.66019,74.900503,75.13063,75.350967,75.614599,75.867552,76.121068,76.468212,76.734373,76.851532,76.911322,76.937233,76.989148,77.049826,77.110712,77.307551,77.56391,77.778766,77.902764,78.006544,78.144417,78.192692,78.284693,78.359666,78.499649,78.538494,78.56209,78.574621,78.610425,78.745938,79.179838,79.434596,79.529131,79.503079,79.452635,79.28133,79.1199,79.000415,78.931032,78.868462,78.886007,78.993583,79.074724,79.150134,79.214558,79.363258,79.480687,79.567126,79.680787,79.740254,79.775073,80.037968,80.82333,81.697249,83.462853,84.684397,86.919789,88.465677,89.776347,90.949724,91.967808,92.641357,93.489464,94.660056,95.789835,96.975361,98.072813,98.490136,99.357046,99.72436,100,100.1104319,100.1040322,100.2064318,100.4411309,100.5535157,100.5825209,100.4507299,100.2923093,99.79544262,97.66214272,95.00084475,91.92214584,89.85863383,88.38519477,87.12423263,86.16115418,85.8191493,85.23998147,85.00666641,85.13883057,85.4876509,85.88213948,86.18450754,86.52661081
종로구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.203446,47.969164,47.998449,48.379157,46.885611,47.178463,46.885611,47.018688,47.309084,46.895014,46.821374,46.655291,46.181348,46.21267,46.713408,46.59863,46.939068,47.048305,47.057565,47.048338,46.69927,46.776313,46.541481,46.370134,46.377792,46.301067,46.208168,46.397298,46.389983,46.455183,46.444343,46.244078,46.730581,46.93926,46.972653,46.800152,46.831206,46.88689,47.424711,47.97278,48.732909,48.803207,49.354206,49.26991,49.275245,49.5032,49.781958,51.123157,51.276281,51.697314,51.750406,51.787482,51.800265,51.867982,51.968976,52.294961,52.362676,52.70307,52.824665,52.824665,52.848335,52.791761,53.133887,53.541652,54.255818,54.285643,54.351247,54.54033,54.535664,54.732949,54.753593,55.070628,54.455709,54.16357,53.875321,53.904585,53.931353,53.931333,54.121127,53.989685,54.317728,56.001276,56.621707,56.949582,57.070784,57.157066,57.240696,57.446643,57.597923,57.707835,57.74083,57.736022,57.803898,58.291954,58.595149,58.816751,59.834835,60.170476,60.804874,62.134749,62.66495,63.109121,63.239842,63.435322,64.107698,65.395864,66.367606,66.738943,66.727434,66.738097,66.808021,67.105647,67.489483,67.555192,67.680568,67.718635,67.764549,68.126623,68.615063,68.698692,68.741708,68.797628,68.908463,69.215057,69.291193,69.424149,69.585369,70.06718,70.251493,71.005821,71.571829,71.65951,71.868936,72.322094,72.937038,73.505981,73.858832,73.895388,74.120266,74.279484,74.571729,74.880428,75.138408,75.509187,76.069846,76.417826,76.987306,77.182853,77.422893,77.655459,77.966347,78.217766,78.445148,78.803401,78.888338,79.243981,79.451725,79.451725,79.621491,79.767766,79.949459,80.067116,80.150225,80.249625,80.42212,80.525864,80.617705,80.821952,80.825235,80.849193,80.849193,80.903496,80.994737,81.046182,81.127198,81.164225,81.347721,81.508698,81.66475,81.664645,81.776159,82.003513,82.037774,82.194327,82.395012,82.697265,82.792229,82.987453,83.327324,83.423976,83.614239,83.843009,83.843009,83.843009,83.791695,83.671131,83.635784,83.602818,83.51364,83.51364,83.535077,83.707085,83.707145,83.863709,83.936728,83.967058,84.085725,84.12436,84.138556,84.169198,84.298154,84.605392,85.466639,87.431689,88.33943,89.918669,92.0301,92.407322,92.43425,92.43425,92.43425,92.656683,93.19522,95.046492,96.337292,96.987678,97.021225,99.288678,99.941629,100,100.0000335,100.0000335,100.0373817,100.0696803,100.3450284,100.3450284,100.2480373,100.2480373,100.2480373,99.30231517,98.16189679,95.84359366,94.05244201,93.26525918,90.5759965,89.36101369,89.51668232,89.76378009,89.81269962,90.17090214,90.48218735,91.01523991,91.81276627,92.39096325
중구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.35706,47.622596,47.651975,47.563839,46.888133,47.387568,46.976269,46.60305,47.001378,47.196299,47.133016,46.969114,46.243155,46.3119,46.711243,46.533015,46.733008,46.824768,46.812661,46.305518,46.14742,45.897349,45.871838,45.607912,45.318125,44.861828,44.865326,45.072449,45.101492,45.296998,45.586012,46.301376,46.584142,47.206601,48.005794,48.018812,47.97815,47.940148,48.270658,48.420136,48.629426,48.910083,49.565659,49.5112,49.704862,50.189942,50.595268,51.655556,52.255785,52.331046,52.435457,52.504548,52.53413,53.003671,53.017689,52.848506,52.848506,52.893352,52.860133,52.689251,52.614658,52.559851,52.631213,52.720305,52.900285,53.159491,53.159491,53.101362,52.972273,52.972273,52.820915,52.236779,51.355098,50.416584,50.97037,51.040805,51.24456,51.483559,52.038926,52.321951,53.252989,53.981141,54.025686,54.252296,54.427192,54.625384,54.903899,55.320251,55.473054,55.840709,56.001451,55.982706,56.087223,56.201156,56.375059,56.868131,57.209794,57.885423,58.469299,60.218169,60.856567,61.26501,61.26501,62.117494,62.686592,63.161715,63.405505,63.419305,63.309244,63.216246,63.218247,63.308794,63.482961,63.629007,63.831865,63.853856,63.904733,64.420083,64.660424,65.24783,65.478236,65.488833,65.488833,65.912341,66.087682,66.234412,66.512592,66.582999,67.2844,68.540834,69.791585,70.20721,71.21074,71.925126,72.2134,72.700263,72.974698,73.012012,73.190774,73.298038,73.596322,73.908089,74.361555,74.500966,74.623586,74.72164,74.935173,75.338486,75.809288,76.260547,76.765241,77.232729,77.582817,78.002874,78.285259,78.962045,78.987551,79.257031,79.317042,79.565289,79.871273,80.122528,80.526764,80.787701,81.229826,81.474364,81.737826,82.007321,82.098053,82.287695,82.362593,82.405449,82.487656,82.50906,82.659723,82.772876,83.137043,83.191382,83.348793,83.50075,83.510529,83.575357,83.707434,83.707434,83.748432,83.772232,83.773042,83.815583,84.087884,84.21249,84.561923,84.595103,84.513483,84.513483,84.29232,84.042716,84.005757,84.005742,84.005742,84.003095,84.005742,84.005742,84.005742,83.930472,83.999535,84.00879,84.108633,84.223641,84.230231,84.288742,84.591343,85.036355,86.187273,87.002841,87.773276,90.381139,91.055942,92.018676,93.678207,94.851463,94.96001,95.869447,96.848038,97.346454,97.811019,98.614029,98.614029,99.340449,99.875119,100,99.99991838,99.99991838,100.0361007,100.4602528,100.4854747,100.6743096,100.6743096,100.6111964,99.08566875,98.33234626,94.35589011,91.38966287,88.51111538,87.70864297,87.09808791,85.90539489,85.58997041,85.37909544,85.27879979,85.41519733,85.64796028,85.87205302,86.3817525,86.92301828
