날짜,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2011-01-01,26.003601940047343,23.056317955516267,43.156165152804526,37.1898747025488,30.7294564629758,27.748316434342986,30.73474519145718,23.520388554788052,26.574849930818615,25.143138769292516,38.11274089673439,28.107767005641236,27.50837560730265,36.667738148171914,39.50842435630682,33.63639875531772,28.522216063803917,34.59291738351269,40.46254700024789,35.40654690167333,29.360740690264887,44.097449527003405,42.55267176193732,42.28631153806547,42.4382372942377
2011-02-01,25.970734004432888,23.084079819525513,43.14980627835265,37.13778528103535,30.88267731987151,27.71487975857927,30.7418683616776,23.53560124676122,26.51903266853621,25.203301245228964,38.0724533437889,28.095902478871654,27.46170243606442,36.91165031528553,39.630937061587964,33.519072250358825,28.5936070775833,34.548127382564616,40.541129493344386,35.473462590409916,29.448124037762874,44.505504986804176,42.77964383246322,42.52808441073243,42.62654526674244
2011-03-01,26.23251137372471,23.08818418853937,43.182938940914994,37.0319994981633,30.82681701983959,27.7370681453033,30.703481946091493,23.429140301515226,26.36349847923495,25.075264595900336,37.93396505751582,28.020093425557803,27.513326479062073,36.84315369439398,39.64206868975027,33.4196151342722,28.65430722705672,34.41345033350035,40.526953000845346,35.38953267174976,29.427146571534003,44.501623285853235,42.76713703778229,42.4271944818732,42.74752875169394
2011-04-01,26.18429202707234,23.026102738130863,43.082035431461684,36.94652381329091,30.740680294655792,27.626229562707817,30.99797658722504,23.48539040163051,26.246472738456443,24.98291864720894,37.77073552818893,27.919340952484784,27.43758504421054,36.707460285671104,39.60742680724284,33.32813820260618,28.459843408500262,34.280960891617774,40.37808613177431,35.292789037224445,29.460087186152258,44.48700509208048,42.717513391246484,42.20384480497458,42.62981978158217
2011-05-01,26.10364878271439,22.969028879157687,43.008146306442626,36.90349234857736,30.707891922539137,27.539459034578194,30.936368290513517,23.50213643228581,26.18242449980726,24.951870343548745,37.692230791424784,27.789601819455168,27.368960658385017,36.64842518886739,39.4545843353355,33.214689050504695,28.383903601439027,34.16314773877415,40.24877163191087,35.23192844019636,29.321762483185427,44.434367866179336,42.59945792194501,41.99525512485161,42.3959349789714
2011-06-01,26.11220009954134,22.93733826452668,42.96354858926673,36.88031850788755,30.67115872286024,27.462613613162578,30.887182506115263,23.495766585789333,26.12275365610803,24.879377677650137,37.59046345331581,27.73521885510007,27.27042134481481,36.44397046808619,39.30318589016466,33.01776654427396,28.293400864760404,33.96247227139186,40.168105892691166,35.161746872380434,29.264831440222334,44.34957695254694,42.46243881866742,41.990343577963365,42.06314987763463
2011-07-01,25.99880671160031,22.84443586065133,42.9194466515685,36.82237109415478,30.618614845387977,27.37786091551585,30.766459367954173,23.325675558480558,26.014727107583052,24.743567282050023,37.436146311618934,27.646003801153952,27.165695092321272,36.277894879148164,39.076241379915594,32.84901503879544,28.17083274669658,33.732913037959655,40.083953047553344,34.90701741791269,29.00012916586741,44.26018887104213,42.213467123712064,41.86678351383756,41.59386924716098
2011-08-01,25.82438674010531,22.663692127452943,42.765998967024665,36.65062934637591,30.51286381484913,27.33201357415616,30.580263639450777,23.15622630158981,25.783870912932844,24.47202536691772,37.15221863955936,27.376754170618085,27.03503960268408,36.12282280125897,38.9110566650213,32.554583087776784,28.027425803165396,33.554589254599534,39.919401140836875,34.76128959761085,28.901246762000376,44.158834244480374,42.04439840545091,41.85079474707767,41.452295999265445
2011-09-01,25.65729675945417,22.493830233389097,42.52263623144971,36.49062998660716,30.346709813261864,27.17804441736229,30.315174994090256,22.94110981915637,25.45941120293503,24.23705644692912,36.80495817928414,27.200993495173538,26.777447139844952,35.92980427045243,38.62109810689076,32.15137064198834,27.825471556334225,33.35269747471724,39.695647110623206,34.50662944721372,28.74754742397114,44.09529565114928,41.8272367371796,41.654935829988624,41.321406903758664
2011-10-01,25.547750372674777,22.375595440045664,42.30427130628804,36.35444988958769,30.213005419389326,26.945338089980027,30.19280752921352,22.84366404875942,25.29840799027631,24.038070473144412,36.53916117973883,26.978524770775515,26.62967764412205,35.76638987725691,38.18464884110767,31.952620617466675,27.61477665365437,32.887566645514624,39.464007714277294,34.34754002413227,28.60518538446195,43.96902184531178,41.53846611429394,41.20182401012298,41.06065605192128
