,날짜,전국,서울,강북14개구,강남11개구,6개광역시,부산,대전,대구,인천,광주,울산,전국_label,서울_label,강북14개구_label,강남11개구_label,6개광역시_label,부산_label,대전_label,대구_label,인천_label,광주_label,울산_label
101,2011-08-01,33.3789430107792,37.08106168876497,32.59291251039485,39.25677119018322,30.9455342914038,36.111032597697495,18.78889169170269,25.51071762912752,28.196907484309016,35.144156785198895,33.01648144316364,1,-1,-1,-1,1,1,1,-1,1,1,1
102,2011-09-01,33.71204394572986,36.85278770060314,32.349807510198744,39.03928603017096,31.584771164356777,36.79027079582538,19.822992470516787,25.22142770686477,29.3152721377577,36.005777693130106,33.69286753407215,1,-1,-1,-1,1,1,1,-1,1,1,1
103,2011-10-01,33.942205000861705,36.62940143103024,32.15681859620246,38.79234276251922,32.023381528328,37.22638152358003,20.541235290832144,24.876258574238925,30.174204132390404,36.60559186342487,34.41329895100088,1,-1,-1,-1,1,1,1,-1,1,0,1
104,2011-11-01,34.24001902291966,36.44655625942778,32.01187568487895,38.579671925056864,32.57967457055875,37.90396788230501,21.64106149717383,24.5614236304316,30.619394593312883,36.76788056841185,35.97956542644469,0,-1,-1,-1,1,1,1,-1,1,0,1
105,2011-12-01,34.36118467052099,36.32803547273989,31.92349156113048,38.43697104617275,32.78260444959308,38.08128863941802,22.061635183732804,24.417639932312888,30.94485415103717,36.78484928098326,36.64329844680159,0,-1,-1,-1,1,0,1,-1,1,0,1
106,2012-01-01,34.475459797298896,36.2228365448764,31.86551758305054,38.29436135869063,32.987196492552805,38.31912195910158,22.509051856605478,24.14029859579409,31.365002819955,36.678350353192855,37.22822278720888,0,-1,-1,-1,1,0,1,-1,1,0,1
107,2012-02-01,34.570321416379166,36.11593448343415,31.79121225923735,38.16091290096532,33.17962315503279,38.3923701908784,22.937132014302115,23.925230714810954,31.72522817845717,36.77051607232403,37.98168052751578,0,-1,-1,-1,1,0,1,-1,1,-1,1
108,2012-03-01,34.65284447174027,35.9301204404506,31.63859465510888,37.94738449697056,33.422684923083274,38.40542912122435,23.52931370975025,23.6207630776445,32.20472238477314,36.81686228445986,39.03966993301314,-1,-1,-1,-1,1,0,1,-1,1,-1,1
109,2012-04-01,34.695723936654375,35.62181262737638,31.418915101533024,37.5668236370672,33.61826312366756,38.50157641918523,24.00809658085128,23.170403096667,32.59656411420333,36.761989283544686,40.04894343330422,-1,-1,-1,-1,0,-1,1,-1,1,-1,1
110,2012-05-01,34.67177500442152,35.433376005827974,31.24163160784593,37.36643959410122,33.67643964623498,38.439962018387824,24.323235287934228,22.794058418030065,33.039973272845536,36.723888971992864,40.27853522331729,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
111,2012-06-01,34.60842203252679,35.22483582478852,31.061601771112247,37.13272773927485,33.67443592743831,38.34178557462749,24.50654499833905,22.508731866937275,33.23234254094964,36.65364159562394,40.54421459681205,-1,-1,-1,-1,0,-1,1,-1,1,-1,1
112,2012-07-01,34.49447851300473,34.86269939298572,30.71193085593706,36.754093962009335,33.65627993048223,38.24429167889601,24.741411474269523,22.238474474041745,33.29335947295748,36.4445834611894,40.81963405025766,-1,-1,-1,-1,0,-1,1,-1,1,-1,1
113,2012-08-01,34.37902987533803,34.539732211541335,30.47061104510122,36.36261203474079,33.656230636458325,38.17565999216345,25.01901603080676,22.052316954939823,33.26256481881597,36.347012948260215,40.99305108683429,-1,-1,-1,-1,0,-1,1,-1,1,-1,1
114,2012-09-01,34.209474789197955,34.07218586531267,30.09609821266461,35.815224250119364,33.63200331881171,38.06047891161802,25.352798132125223,21.60224809931752,33.34037042322071,36.155858871037125,41.22146138950204,-1,-1,-1,-1,0,-1,1,-1,1,-1,0
115,2012-10-01,34.02898423179877,33.58842559620632,29.56577326821826,35.35899364436796,33.60925150433456,37.89346546514483,25.79655345275768,21.08809514249261,33.476172424784565,36.04414528335431,41.330714176159006,-1,-1,-1,-1,0,-1,1,-1,1,-1,0
116,2012-11-01,33.8936273600885,33.243929869796325,29.227773568833133,35.00358141241562,33.582259403173445,37.75077224598339,26.174324802567376,20.653067218259384,33.642219046073365,35.95237926019194,41.32039930193945,-1,-1,-1,-1,0,-1,1,-1,1,-1,0
117,2012-12-01,33.785330695807126,32.941427911876694,29.011864723157103,34.62830419514568,33.55314890683542,37.56368332283029,26.45964492622046,20.43970421772558,33.79113908768348,35.810453241560865,41.30245159048179,-1,-1,-1,-1,0,-1,1,-1,1,-1,0
118,2013-01-01,33.68881830909945,32.642327805729295,28.734381896343866,34.30653231266964,33.51197686379108,37.3963293049917,26.71134380346348,20.298376906094084,33.847120391581825,35.65037252696529,41.23539907714581,-1,-1,-1,-1,0,-1,1,-1,1,-1,0
