,날짜,전국,서울,강북14개구,강남11개구,6개광역시,부산,대전,대구,인천,광주,울산,전국_label,서울_label,강북14개구_label,강남11개구_label,6개광역시_label,부산_label,대전_label,대구_label,인천_label,광주_label,울산_label
119,2013-02-01,33.5929094194017,32.4095041221619,28.525611158943832,34.05076802035622,33.484403118067874,37.28605660448429,26.94052303587533,20.11463264916519,33.90322451609937,35.53884640138865,41.16522390829539,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
120,2013-03-01,33.501812524695964,32.1719172648452,28.23268842986821,33.85207175244192,33.488847256804064,37.17547823187266,27.454694413759373,19.65771880675512,33.979824536734284,35.429928414509035,41.19504189872463,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
121,2013-04-01,33.49411081705243,32.037514726616465,28.06267384358567,33.744681012683856,33.570820936839915,37.13663348812211,28.06482842917316,19.35984016547885,34.16750514814823,35.35424104623135,41.2665254885979,0,-1,-1,-1,1,-1,1,-1,1,0,0
122,2013-05-01,33.50736002352625,31.976947288734078,27.9442847371728,33.72900968961188,33.65719243968397,37.09576480725244,28.65217844642584,19.16490519618362,34.33210231852557,35.36546694658386,41.27374968804008,0,-1,-1,-1,1,-1,1,-1,1,0,0
123,2013-06-01,33.43501733309669,31.803512595519063,27.749892892616213,33.56915962452842,33.72803714211217,37.01746771274704,29.27965418881388,18.95874744891896,34.44756006843964,35.34159619053315,41.28433892952162,0,-1,-1,-1,1,0,1,-1,1,0,0
124,2013-07-01,33.37062793959785,31.511664141165785,27.443607686876696,33.284370069844,33.77952970812233,36.92400994455853,29.828375381312828,18.789818207936136,34.566810149555955,35.23560761791346,41.3093619546167,0,-1,-1,-1,1,0,1,-1,1,0,0
125,2013-08-01,33.2556774666002,31.2025236189903,27.03047841324836,33.051903948352,33.7760256855321,36.89276623885623,30.101015432592167,18.52789291056943,34.642993656622295,35.178994922046584,41.31481693711383,0,-1,-1,-1,1,1,1,-1,1,1,1
126,2013-09-01,33.17797172436705,31.01462480136548,26.81251284430344,32.887109686946125,33.84231724935507,36.89697972788839,30.639183747129007,18.33809674448689,34.679397001256675,35.18105278711042,41.30008805574726,1,-1,-1,-1,1,1,1,0,1,1,1
127,2013-10-01,33.205613735499384,30.90165372869027,26.702508769569285,32.77343579456821,34.01071139068318,36.92131723871197,31.400330276205136,18.319708887238683,34.78929100374415,35.199165279738324,41.3540683201344,1,-1,-1,-1,1,0,1,0,1,1,1
128,2013-11-01,33.24579501902065,30.754021571120767,26.553473709306814,32.627402575621964,34.20469492816381,36.944023464178485,32.248291096620285,18.212568665692743,34.97241158737361,35.263605781723314,41.43890160858725,1,-1,-1,-1,1,0,1,0,1,1,1
129,2013-12-01,33.30801271967213,30.62688157604184,26.44002323181791,32.489032910670325,34.39305600060286,36.93951089292258,33.014781350165514,18.12629271117136,35.209390218305785,35.32938256520477,41.5464597138782,1,0,-1,0,1,1,1,1,1,1,1
130,2014-01-01,33.30849175004616,30.531746514407036,26.337419192213048,32.3984560989204,34.447594448149275,36.93067514655845,33.31125772387074,18.088718763296235,35.28137935975505,35.33142035697833,41.55878670475956,1,0,0,0,1,1,1,1,1,1,1
131,2014-02-01,33.35872771536013,30.50644235410629,26.31716147373003,32.37005412851291,34.575162083144,36.94820848129515,33.80530982663378,18.099528763426942,35.41479343171133,35.34378554892533,41.611465451183534,1,0,0,0,1,1,1,1,1,1,1
132,2014-03-01,33.51269523240995,30.56192146233567,26.347264565568317,32.447470050719964,34.78472723836234,37.00057289742757,34.51693944898791,18.21929589923109,35.51821173137338,35.406209663033266,41.80380961904367,1,0,0,0,1,1,1,1,1,0,1
133,2014-04-01,33.6106175169739,30.537825547553453,26.333798306764788,32.4171069447994,34.9793084908624,37.08871490217016,34.92038204904741,18.41315129243773,35.72709899477967,35.43127008897537,42.0418290615927,1,0,0,0,1,0,1,0,1,0,1
134,2014-05-01,33.61228735366378,30.47120096554693,26.249698302540143,32.36491839370629,35.02418340639474,37.08590112565739,35.04883485606558,18.382071139160782,35.85093252038569,35.42410279163812,42.19557820350512,1,0,0,0,1,1,1,1,1,0,1
135,2014-06-01,33.62501768576402,30.380602486288705,26.158338534783336,32.274736923486635,35.105660408835,37.10235106818112,35.30131055722215,18.399445186862483,35.98231399423524,35.371426555071665,42.32100921658557,1,1,0,1,1,1,1,1,1,1,1
136,2014-07-01,33.65841050703363,30.354844021213733,26.113975760520987,32.264247568488855,35.17557910476244,37.10350620268839,35.500951480968126,18.44634369595485,36.10207988615596,35.357266754342945,42.42446147524481,1,1,0,1,1,1,1,1,1,1,1
137,2014-08-01,33.7284636884076,30.346562244215352,26.069025451949702,32.285262472887204,35.27039591941634,37.1364250184068,35.74917659346935,18.512816124781,36.18333895860384,35.3632308031792,42.58033296663294,1,1,1,1,1,1,1,1,1,1,1
138,2014-09-01,33.905279701764975,30.517486747177635,26.16381761755844,32.51934370139979,35.457986313322195,37.273339912792025,36.112689004588646,18.7215460028171,36.34539404937481,35.370077238216034,42.742667500919566,1,1,1,1,1,1,1,1,1,1,1
139,2014-10-01,34.10349179947308,30.672530742498864,26.26565472942956,32.71984391875037,35.69036894063727,37.4128818469437,36.64161721077805,18.950749603127665,36.49642870605502,35.43876076938465,42.96310282168849,1,0,1,0,1,1,1,1,1,1,1
140,2014-11-01,34.223514219850344,30.6924544048142,26.2941282104147,32.73514044259113,35.887903710170335,37.50241464795944,37.141504157198334,19.044369708589105,36.68686592943515,35.46437246770592,43.15159754074634,1,0,1,0,1,1,1,1,1,0,1
141,2014-12-01,34.32078953764834,30.637961565097232,26.28957683275229,32.64259919520492,36.09611757038551,37.60333895282309,37.61860491076675,19.072437596388987,37.05874487345394,35.46296238155419,43.3221128513556,1,1,1,1,1,1,1,1,1,0,1
142,2015-01-01,34.36861245775394,30.621808913375485,26.29546090965176,32.609656328393214,36.23057296008509,37.66971479744007,37.92096086013439,19.14197705829421,37.33636176744151,35.433588519985825,43.419962914876685,1,1,1,1,1,1,1,1,1,0,1
143,2015-02-01,34.492797204271746,30.66631519732825,26.360165765363625,32.64052940271668,36.44038340427113,37.77544107930037,38.34532176880222,19.314573774292903,37.64440995328056,35.42631929679546,43.673187038997504,1,1,1,1,1,1,1,1,1,0,1
144,2015-03-01,34.73001661978679,30.87059286232709,26.609966911076743,32.81468213049067,36.775024687697176,38.0196379675628,38.93861914699516,19.672752055000704,38.05410316260783,35.42641043695436,43.919395447397854,1,1,1,1,1,1,1,1,1,0,1
145,2015-04-01,35.03118053531231,31.11520194905912,26.84371027238605,33.073754879981294,37.17708843815371,38.29877283538443,39.66343792957174,20.185845570477813,38.47892056943494,35.48432225806978,44.14350509547221,1,1,1,1,1,1,1,1,1,0,1
146,2015-05-01,35.25548514677859,31.253963919274707,26.96669517304093,33.22881470023211,37.54286056867567,38.54962876518045,40.33552891589748,20.637246542606693,38.95091611494905,35.501335536850306,44.32764807368766,1,1,1,1,1,1,1,1,1,0,1
147,2015-06-01,35.51927696101207,31.45547205552112,27.10104183949158,33.48768331794591,37.94788728235724,38.89113994891085,41.04688284008572,21.155010881845293,39.34584846310959,35.494827286607,44.60885745062694,1,1,1,1,1,1,1,1,1,0,1
148,2015-07-01,35.73349352276213,31.634944017950744,27.251873301562807,33.695702486247626,38.249181445066974,39.123667344145126,41.60863045314972,21.619101516052403,39.5180615728817,35.49055311353001,44.82926197447993,1,1,1,1,1,1,1,1,1,-1,1
149,2015-08-01,35.963911383493205,31.882643067661515,27.474524822061152,33.96836059481266,38.59031224611054,39.43061603189379,42.18371817913444,22.04280544788176,39.82800719861777,35.506043514088255,45.03404191784026,1,1,1,1,1,1,1,1,1,-1,1
150,2015-09-01,36.26083637412332,32.238286989411165,27.84453212149388,34.3224460473392,38.9680539739405,39.77964563260873,42.85643802638039,22.55147914057076,40.06895818587486,35.49041139874752,45.34140108907009,1,1,1,1,1,1,0,1,1,-1,1
151,2015-10-01,36.41153467232006,32.43574456993928,28.05018948040402,34.519090855768376,39.15921645092403,40.02523919094775,43.14701411410955,22.753090598737757,40.25207796959856,35.47020109882725,45.44686645173272,1,1,1,1,1,1,0,1,1,-1,1
152,2015-11-01,36.6484107267584,32.77075211623453,28.356755556601804,34.88419984028567,39.4685581481297,40.47356351577958,43.42729862148042,23.120445852364824,40.56149029990409,35.45694300108717,45.79825253140862,0,0,0,0,1,1,-1,1,1,-1,1
153,2015-12-01,36.697206847783455,32.86209269305678,28.451061339630463,34.97745657222729,39.5572344469167,40.67880218364883,43.43230927643474,23.187964246732328,40.71494081647849,35.406149306981575,46.00001859944551,0,0,0,0,0,1,-1,1,0,-1,1
154,2016-01-01,36.708956289236745,32.858393210344275,28.4302920088322,34.99070930153066,39.60883357254675,40.76767343824575,43.33017964518655,23.29808310097013,40.76009992258648,35.38086418068096,46.25255285787369,0,1,0,1,0,1,-1,1,0,-1,0
155,2016-02-01,36.730737486100445,32.89354328514983,28.48227625421257,35.01743691626472,39.642567449942256,40.85527220741903,43.22353913357844,23.42756238220992,40.79841605359662,35.36878893873863,46.37033614982862,0,1,1,1,0,1,-1,1,-1,-1,0
156,2016-03-01,36.69755650808179,32.87896909196209,28.479005691519127,34.99590405183064,39.60471663235708,40.88669440980226,43.04318120588231,23.410242128936257,40.79383012534408,35.31683396548166,46.42362630068725,1,1,1,1,0,1,-1,1,-1,-1,0
157,2016-04-01,36.68117764065656,32.907312175704035,28.49426275589492,35.03794708698164,39.582226808023805,40.94894186173609,42.92023149371517,23.409933506466327,40.73109295523504,35.26982953366048,46.4662980547595,1,1,1,1,1,1,-1,1,0,0,-1
158,2016-05-01,36.69402148838184,33.05699402615983,28.5777109610089,35.24449959040879,39.56809707617157,41.03051100712524,42.72475403570999,23.508889483619296,40.71069035011091,35.2282841812995,46.42292575362967,1,1,1,1,1,1,-1,1,0,0,-1
159,2016-06-01,36.72589241126698,33.29032877295558,28.70780869032498,35.564740763979096,39.57611584358653,41.11341853511938,42.55252608038104,23.63814534358459,40.71489453710308,35.23031977099188,46.38386734751563,1,1,1,1,1,1,-1,1,0,0,-1
160,2016-07-01,36.80519799039998,33.64403437361369,28.95661396184735,36.00840335522935,39.617736962960464,41.33379314062012,42.35850139491094,23.829914581664227,40.70486692264824,35.201567596972204,46.37501773033089,1,1,1,1,1,1,-1,1,0,1,-1
161,2016-08-01,36.88675245619728,34.032177265134855,29.24313020627557,36.483766834162736,39.65659270922047,41.55042744395178,42.14875160116483,23.97611349315735,40.68908223134861,35.21933737952675,46.33799811975444,1,1,1,1,1,1,-1,1,0,1,-1
162,2016-09-01,36.97037234568472,34.33524602888415,29.4550733270566,36.86460273081643,39.68508766984675,41.6960122980712,42.037166824515694,24.09239629016753,40.65642139124165,35.20703171452441,46.31488723089971,1,1,1,1,1,1,-1,1,1,1,-1
163,2016-10-01,37.137538804367445,34.81770128744779,29.83521957562938,37.43516817409749,39.79443748040728,42.01957612670055,41.90419747329977,24.376134580219425,40.6495524178706,35.247401655119695,46.29261395178292,1,1,1,1,1,1,-1,1,1,1,-1
164,2016-11-01,37.31410124319509,35.26251879369487,30.285620527658075,37.88618147325887,39.93494803753472,42.49648571968976,41.66460963690872,24.662917735287618,40.692190459397125,35.314479846261015,46.24397558118522,0,0,0,0,1,1,-1,0,1,0,-1
165,2016-12-01,37.34277337799759,35.32574659496421,30.3985370858554,37.913645456780685,40.001579487882886,42.77167006107007,41.55362713457521,24.7667777035596,40.71139751632671,35.307904586454626,46.17607960440266,0,0,1,0,1,1,-1,0,0,0,-1
166,2017-01-01,37.33674271441835,35.33219493770744,30.45486535702284,37.882622764677706,40.016367707948014,43.01296321516774,41.36992143804308,24.72774291937893,40.7167835855354,35.293297426814775,46.1097535808924,1,1,1,1,1,1,0,1,0,1,-1
167,2017-02-01,37.3235520085079,35.35110542159349,30.497984990120187,37.88336008061467,40.01970950268129,43.12880453804565,41.255919142800224,24.687805189293,40.73878995283231,35.29316709661406,46.05776416480334,1,1,1,1,1,1,0,1,0,1,-1
168,2017-03-01,37.32433267255709,35.41281283877023,30.55174391276336,37.95205884999572,40.02963996212543,43.2166891029009,41.16741418911791,24.70387510052153,40.75419284592017,35.31495632125753,46.00888268541705,1,1,1,1,1,1,0,1,0,1,-1
169,2017-04-01,37.34161763006726,35.49729864976747,30.6282987242357,38.04404505800957,40.048043570077255,43.30718496344886,41.10021622765355,24.743284010311555,40.75643928947529,35.345984370918686,45.96666573328011,1,1,1,1,1,1,0,1,1,1,-1
170,2017-05-01,37.37259942907144,35.64001599051541,30.72891738309981,38.22126908296803,40.071855582221794,43.39812644915755,41.054925940509925,24.805972491679388,40.74603325387762,35.370606885113645,45.935408975534806,1,1,1,1,1,1,1,1,1,1,-1
171,2017-06-01,37.519944043964415,36.20989580784358,31.27201238636796,38.82134467784202,40.13134052350628,43.554242978741726,41.013529738123175,24.911373272779365,40.78834010638184,35.447005418161666,45.8410521102962,1,1,1,1,1,1,1,1,1,1,-1
172,2017-07-01,37.69413826286198,36.779988247569385,31.90011447816105,39.35803333886207,40.24435978744322,43.76939595376809,41.01957880463547,25.185236655700205,40.817667465181415,35.51909627905065,45.77274407509511,1,1,1,1,1,0,1,1,1,1,-1
173,2017-08-01,37.88595078572584,37.45980218532737,32.61882107810338,40.01806106811226,40.35967461581718,43.949769978331744,41.1142264994858,25.407800046381656,40.86308605479345,35.64030280529882,45.642712910404434,1,1,1,1,1,0,1,1,1,1,-1
174,2017-09-01,37.93617203295946,37.58097228446161,32.79151141531905,40.10102383868981,40.40314145239399,43.96549637179685,41.20533894010314,25.532358070265136,40.91037758280535,35.699114300593976,45.51331721863905,1,1,1,1,1,-1,1,1,1,1,-1
175,2017-10-01,38.00325868650564,37.86850635738389,33.06597949371137,40.40318514577209,40.43577094614125,43.96010948237653,41.28524091433962,25.609913748735767,40.95792454164036,35.76540880006742,45.40785237729318,1,1,1,1,1,-1,1,1,1,1,-1
176,2017-11-01,38.08818032863247,38.26132994772338,33.43119804071492,40.82322081060946,40.46477456498113,43.94231131890255,41.38693000526011,25.66113402614296,41.04873494058164,35.820563069489594,45.295610434337,1,1,1,1,1,-1,1,1,1,1,-1
177,2017-12-01,38.174661140675575,38.69033327628471,33.75574689970124,41.33693958133668,40.49007055504653,43.90521957669839,41.42358605677334,25.68349341390381,41.19531346572594,35.92071419309949,45.170622668252975,1,1,1,1,1,-1,1,1,0,0,-1
178,2018-01-01,38.32293280641388,39.42234324135089,34.24380463800785,42.26067280390283,40.50958441573145,43.85450557735005,41.47091868623403,25.734186171704387,41.30343459242993,35.986597015329195,45.13446504535858,1,1,1,1,1,-1,1,1,1,0,-1
179,2018-02-01,38.47399052174187,40.078285176580486,34.7458277337998,43.03844164198436,40.52664537288129,43.82813485577462,41.51100115847931,25.778191300362707,41.36003136515437,36.0090717105316,45.118585390294086,1,1,1,1,1,-1,1,1,1,1,-1
180,2018-03-01,38.67547819588361,40.91759224302695,35.557997712959406,43.91020041015417,40.54784894655049,43.7540351531318,41.60928225623898,25.82619473514868,41.43445364868381,36.08396517723437,45.07692916028218,1,1,1,1,1,-1,1,1,1,1,-1
181,2018-04-01,38.79587017099806,41.5057665821357,36.11380768071674,44.53044097880306,40.5761403048588,43.72509930245691,41.78033797465729,25.85529292030295,41.52166066034864,36.132502117093054,44.85214365484158,1,1,1,1,1,-1,1,1,1,1,-1
182,2018-05-01,38.85784161536039,41.80815032580779,36.43978265413267,44.81849697492354,40.5908176213909,43.67057631298192,41.89973889018576,25.87346064661972,41.649061187040296,36.14421542949231,44.65835172822908,1,1,1,1,1,-1,1,1,1,1,-1
183,2018-06-01,38.91868904262773,42.079203132494335,36.72020552411824,45.085205270267785,40.6130781207765,43.616003798525234,42.0338669967127,25.8851821474803,41.764935276540186,36.178637182289854,44.55431799128832,1,1,1,1,1,-1,1,0,1,1,-1
184,2018-07-01,38.96042457584769,42.43606695621822,37.13452310227287,45.40430868440056,40.63103682054693,43.51184843286335,42.161868479241576,25.848593418647862,42.05527903941046,36.24707838672248,44.27026192965086,1,1,1,1,1,-1,1,1,1,1,-1
185,2018-08-01,39.13125777526013,43.1515261520466,37.824491032099,46.14538602338783,40.64525644900176,43.3755721860361,42.2624310321354,25.830003085673464,42.37442142642232,36.270252431332686,44.11083089045732,1,1,1,1,1,-1,1,1,1,1,-1
186,2018-09-01,39.83249599501533,45.3698432311545,40.23219713259812,48.25461900795139,40.76071202284975,43.291627622044096,42.50489698720419,25.8985561555085,42.82167458295728,36.47541134712842,43.9850083883538,1,1,1,1,1,-1,1,0,1,1,-1
187,2018-10-01,40.25436058006252,46.51662623525468,41.595722523335326,49.25919166320907,40.85623746720087,43.10085338910415,42.68013009556213,25.96087136403593,43.39132796734481,36.853148234209485,43.64146266479957,0,1,1,0,0,-1,1,0,1,1,-1
188,2018-11-01,40.34505837374132,46.8099323676684,41.997720624517264,49.47502282480557,40.91070474441074,42.88529415192357,42.81473552460354,26.029062105393123,43.85272700507868,37.23750818299715,43.223488214016335,-1,0,0,0,0,-1,1,0,1,1,-1
189,2018-12-01,40.368246266937454,46.915026086461125,42.15420993208265,49.54270052660241,40.98614330015174,42.829548774682536,42.90037309489514,26.022784533900797,44.31095291005824,37.42360023774155,43.04587712764983,-1,0,0,0,0,-1,1,0,1,1,-1
190,2019-01-01,40.36818682575182,46.911402665703584,42.18102569907403,49.51831549573706,40.9999394353795,42.81392174871813,42.92947932616448,26.050116371997667,44.466523595314285,37.47617307277716,42.9410853993631,0,0,0,0,0,-1,1,0,1,1,-1
191,2019-02-01,40.31837266837101,46.86409854659824,42.18003024751216,49.43660405892295,40.99621875261215,42.73620695995474,42.97567331196808,26.075731282508677,44.583574683817766,37.67540958080698,42.51586613064839,0,0,0,0,0,-1,1,0,1,1,-1
192,2019-03-01,40.2331618031414,46.81279001727252,42.17554731618057,49.34742546545628,40.98486038237111,42.6505297317002,43.02586456455134,26.072684413269364,44.6813027076965,37.86638243058653,42.12330906203003,0,0,0,0,0,-1,0,0,1,1,-1
193,2019-04-01,40.11415177359008,46.76302583005221,42.17592950250385,49.25688602196586,40.90290646396945,42.44508520442227,42.99560848449743,26.046031708282523,44.71051588231781,38.02364624435287,41.65747053634593,0,1,1,1,0,-1,1,0,1,1,-1
194,2019-05-01,40.0531435161623,46.74640225495666,42.169234599729045,49.23147870672152,40.86395363492484,42.34399705076788,43.01529190046707,25.95981707157307,44.719438829694255,38.165646758127295,41.44363334117162,0,1,1,1,0,-1,1,0,1,1,0
195,2019-06-01,39.95513725046731,46.71930214926444,42.13519543062886,49.20859045881286,40.8008692575775,42.14042145155008,43.07705088282895,25.87018398547852,44.717830951402576,38.26973233902497,41.19743119235388,0,1,1,1,0,0,1,0,1,1,0
196,2019-07-01,39.92575381335561,46.94834256585908,42.34491495888573,49.45644495903657,40.78444833749867,42.00563081932234,43.0956275887703,25.87236529913867,44.73973279220534,38.505480977557774,40.97113345771973,1,1,1,1,1,0,1,0,1,1,0
197,2019-08-01,39.9366190601812,47.202341168258485,42.59482033169984,49.71815317299172,40.75201238811554,41.80575843951775,43.11423723237219,25.85739729607401,44.75116721889072,38.721272199228665,40.85714893966782,1,1,1,1,1,0,1,0,0,1,0
198,2019-09-01,39.96328622383047,47.46726992416372,42.859249689353454,49.988100422504765,40.777913935229975,41.72224242085545,43.13314699658076,25.878825980212987,44.75868846688062,39.17932675897546,40.67355164360048,1,1,1,1,1,1,1,1,0,1,1
199,2019-10-01,40.031737525465175,47.79651600324658,43.090643914305545,50.39834213351625,40.86540086675544,41.6443131473586,43.148316788717466,25.94119529719826,44.74918147027032,39.99910575416681,40.60441938480514,1,1,1,1,1,1,1,1,1,1,1
200,2019-11-01,40.12034016831969,48.114886625331685,43.35490548500815,50.76331880900343,40.965469070216514,41.6370731422921,43.20744103298179,26.01110563853872,44.75218437925565,40.546982417975926,40.72880254819589,1,1,1,1,1,1,1,1,0,1,1
201,2019-12-01,40.3856401231716,48.69956891643367,43.76200389178274,51.49083904412127,41.23713073802606,42.02527041228322,43.31119836247325,26.10768394825811,44.73537042460608,41.556298084360975,40.909727989003045,1,1,1,1,1,0,0,1,0,1,1
202,2020-01-01,40.617262618306434,49.07419976152946,44.102100036006206,51.89704490505533,41.46944566236662,42.1441357228469,43.4353559408595,26.267222682869217,44.77169340908472,42.5382174883275,41.11801094593357,1,1,1,1,1,0,0,1,0,1,0
203,2020-02-01,40.890989055395856,49.35784374904527,44.3916548010256,52.17881193811407,41.66293432393008,42.20878550809735,43.60378105328918,26.56417530917215,44.78104800786891,43.17005083386391,41.28033187301256,1,1,1,1,1,0,0,1,0,1,0
204,2020-03-01,41.34403265723338,49.76638969578119,44.84016546925786,52.5615084892973,42.04596584079853,42.304118452434295,43.72151100478998,27.677330986077127,44.85555271176428,43.92694086727212,41.6358143389989,1,1,1,1,1,0,0,1,0,1,0
205,2020-04-01,41.51171178100434,49.876102495121856,45.0268358423285,52.61337570742272,42.22633058482022,42.35831442443051,43.74257598402309,28.263737788979743,44.86207957425227,44.33980782768163,41.7310682474028,1,1,1,1,1,0,1,1,0,1,1
206,2020-05-01,41.57889039769738,49.87684646256558,45.07034778717797,52.58141286693176,42.3113406131501,42.32879366123127,43.79128036939689,28.58420575279492,44.8364718264606,44.51077470035671,41.81486094072192,1,1,1,1,1,1,1,1,0,1,1
207,2020-06-01,41.86505510131597,50.13555032938909,45.413607390007854,52.78055075232788,42.54913641412729,42.38129962192576,43.9767909445804,29.141548331748936,44.82267029802161,45.04197906071739,42.02312736208143,1,1,1,1,1,1,1,1,0,1,1
208,2020-07-01,42.509589946003295,51.19066317258224,46.6517232164383,53.71516694643355,42.912307736992304,42.65527118107615,44.355840144132,29.83488201246503,44.81444588228734,45.62666687998316,42.27576798384862,1,1,1,1,1,1,1,0,1,1,1
209,2020-08-01,43.03191528889977,52.18022149396855,47.90202637888154,54.52392579481895,43.20775823024414,42.93581518642291,44.745805928950354,30.301251852525883,44.80788690184871,45.95845204928962,42.53016751398955,1,1,1,1,1,1,1,0,1,1,1
210,2020-09-01,43.53630454544905,53.05411886760665,49.04025715745674,55.21267892239269,43.517504046742566,43.19516339958279,45.29190156051895,30.59568273713707,44.80168403746491,46.40436528392453,42.84915831265592,1,1,1,1,1,1,1,1,1,1,1
211,2020-10-01,43.75949053010237,53.2790060407077,49.29207375522424,55.42398658042805,43.7395372371394,43.46615065275305,45.66367591105529,30.75261197008452,44.782422460113885,46.71589810965535,43.02616775749863,1,1,1,1,1,1,1,1,1,1,1
212,2020-11-01,44.46267395906205,53.81509512518403,50.06547974239629,55.790184735330506,44.60819755843829,45.06587405116103,46.707434084079104,30.947289658079708,45.05539426382427,47.49285691222504,43.96871360754888,1,1,1,1,1,1,1,1,1,1,1
213,2020-12-01,45.25836118980906,54.21493781020431,50.58719017117432,56.10454309816607,45.69856243271939,46.88101353628217,48.102834255406,31.364827710198963,45.49723767537062,48.01338027275815,45.78155661494194,1,1,1,1,1,1,1,1,1,1,1
214,2021-01-01,46.01316562113072,54.8140446689326,51.3353450044637,56.59943561484838,46.37782963795652,47.67025895492489,48.90203290402633,31.96279367735363,45.88013393281663,48.5378431410663,46.83897606877546,1,1,1,1,1,1,1,1,1,1,1
215,2021-02-01,46.92008360027764,55.45389925759716,52.11587853724647,57.14246591313851,47.15708770933093,48.49091293221869,49.59334914230377,32.950602282048095,46.35561591488197,49.55851207536157,47.527237737926654,1,1,1,1,1,1,1,1,1,1,1
216,2021-03-01,47.81431192108393,56.00367724726615,52.82780823985922,57.57587322230342,47.934545443527256,48.99272830900425,50.22198738418211,34.65964978374379,46.752977494240135,50.521279562512575,48.150348856379,1,1,1,1,1,1,1,1,1,1,1
217,2021-04-01,48.54437109314105,56.40031965695146,53.33354622844294,57.89432458390243,48.616083286713234,49.49908886956676,50.75622987635118,36.41833153014693,47.18852301900026,50.94381609931686,48.47493746684722,1,1,1,1,1,1,1,1,1,1,1
218,2021-05-01,49.17316535047102,56.82023545810605,53.80146836206963,58.28561152068429,49.26498976690487,50.12067891160543,51.26658969904005,37.83951474267867,47.55663208511153,51.468187254175454,48.69841548989127,1,1,1,1,1,1,1,1,1,1,1
219,2021-06-01,50.08866364621798,57.48582520999428,54.53593942922274,58.91216441951672,50.17839737483369,51.04436377810613,51.69255512171046,40.01173449736745,48.05791687926885,52.25711179084638,49.021487724522935,1,1,1,1,1,1,1,1,1,1,1
220,2021-07-01,50.787040681529646,57.96531162504716,55.087944799898914,59.343721553403896,50.83660419310997,51.82782340653802,51.91061388055135,41.43894661853119,48.42864381205988,52.96299180381442,49.22864521226632,1,1,1,1,1,1,1,1,1,1,1
221,2021-08-01,51.689418006553446,58.57891069618814,55.79299190937967,59.898342807799054,51.679792438501,52.6866767675852,52.048827263632006,43.3177105367845,48.99307551502257,53.8406185105823,49.7697836296154,1,1,1,1,1,1,0,1,1,1,1
222,2021-09-01,52.57155718263768,59.23700764997184,56.56204387277419,60.48173373117035,52.44205625125322,53.35727657671177,52.21060651318344,45.05722989386678,49.710631155873166,54.60339054553933,50.155680141531775,1,1,1,1,1,1,0,1,1,1,1
223,2021-10-01,53.1506999223866,59.64555850403897,56.94467841066767,60.92176899566898,52.996565667735005,53.79076088440189,52.27739186237466,46.235168534474205,50.51265771821656,55.209599680556046,50.42717193368071,1,1,1,1,1,1,0,1,1,1,1
224,2021-11-01,53.8238573089714,60.04441667764237,57.28576364829952,61.37842248306804,53.67676163692112,54.34182312706868,52.42726046180845,47.40676519547297,51.5353597255633,56.015927412608434,50.83843953081849,0,0,0,1,0,0,0,0,1,0,0
225,2021-12-01,54.06813190203381,60.187238800518415,57.37366952114662,61.57088844348442,53.93143236016561,54.52749439595871,52.393028332388845,47.96698731538467,52.125997142754585,56.26791131606289,51.029173560525386,0,0,0,0,0,0,0,0,1,0,0
226,2022-01-01,54.17592869466063,60.24980177747573,57.41824668455374,61.65022567472938,54.05018248008551,54.62321935820099,52.36916703703343,48.17194027781848,52.53023002091904,56.34527628007343,51.07263620329871,0,0,0,0,0,0,0,0,1,0,0
227,2022-02-01,54.22026897921265,60.266098570355375,57.42080296299721,61.67837383817286,54.084441956046014,54.64327739385983,52.32452631919383,48.29743884117417,52.74071883047122,56.28290662049165,51.08393479482687,0,0,0,0,0,0,0,0,0,0,0
228,2022-03-01,54.250114337653386,60.28467306324987,57.42432622247474,61.70964413577724,54.08106515882416,54.69123283059418,52.2563842466972,48.31440076500145,52.893870753466885,56.14818243541658,51.03531652470489,0,0,0,0,0,0,-1,0,0,0,0
229,2022-04-01,54.32081495811673,60.32836362837987,57.45265788983862,61.76694925312043,54.10728281923527,54.76074526786066,52.1352499446639,48.35227370013413,53.09448218964262,56.12425380573849,51.04942341469525,0,0,0,0,0,0,-1,0,0,-1,0
230,2022-05-01,54.4153330912098,60.40113237205021,57.4934318156292,61.86755268165653,54.17325605907058,54.82144646782644,52.08674826208382,48.45838213848413,53.42413467037168,56.068413924378,51.087526733568765,-1,0,0,0,-1,0,-1,-1,0,-1,-1
231,2022-06-01,54.41607756952994,60.43748605781354,57.50615104072397,61.92394709021393,54.113902961113006,54.86145317153546,51.91066585400505,48.21676565144672,53.70876416573898,55.94001646627469,51.0127081407118,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
232,2022-07-01,54.36534066301242,60.43771322234643,57.48899811260654,61.93839683001011,54.01502440096512,54.81272045671706,51.74557828333425,48.02340022174443,53.84141741766389,55.8131904960803,50.84251049865858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
233,2022-08-01,54.25098037246362,60.373387252407085,57.40052954050675,61.89211889541184,53.8570387971471,54.68782769722937,51.5436618102927,47.84308995077775,53.88649642676786,55.45781851751238,50.71153009286831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
