지역명,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24
노원구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.6891,57.8776,58.2282,58.7602,59.7079,60.6422,61.6936,62.3444,62.7004,63.0115,63.7282,64.0352,64.7055,65.0308,65.3091,65.4111,65.6843,65.9862,66.2838,66.4345,66.7205,66.9899,67.2776,67.8576,68.244,69.033,70.2934,71.11,71.5063,72.4702,73.0837,73.8786,74.6565,75.2466,75.5743,75.5743,77.3298,77.3849,77.4889,77.257,77.0267,76.7094,76.3128,75.811,75.7722,75.6104,75.7502,75.7052,75.6799,75.6334,74.812,73.7178,72.4168,72.4961,72.2229,72.056,71.7217,71.351,71.0064,70.2558,69.5311,69.2669,69.1096,68.8271,68.1464,64.4865,62.3328,61.5618,61.2049,62.3958,62.3958,62.4907,62.492,62.465,62.3959,61.7175,61.1418,60.7153,60.2659,59.8941,59.2101,58.3484,57.5181,57.5181,55.6505,55.5281,54.8181,53.0429,51.4573,51.4573,52.9499,53.213,53.0253,52.8662,53.0774,53.2771,53.2755,53.0861,52.336,52.0762,51.8335,51.3838,51.0658,51.4566,51.8952,52.053893,52.09962568,52.11304208,52.37276278,52.5485611,52.69907058,52.62213503,52.73551148,52.91747378,53.43311778,50.71832845,50.47097934,50.43170584,50.014708,50.07526281,49.41277612,49.18763924,49.13958883,48.92515447,49.07830173,49.15967825,49.30163079,49.54374109,49.6508908,49.75139266
은평구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.1271,56.619,56.8522,57.4827,58.5463,59.5001,60.4747,61.8182,62.5276,62.9297,63.8799,64.4924,64.6599,65.0259,65.5934,65.9299,66.1322,66.4044,66.5525,67.05,67.1083,67.2265,67.8066,68.6141,69.0722,69.5665,70.5964,71.6014,72.3293,72.8686,73.4295,73.5353,74.4158,74.15,74.4794,74.4794,74.8538,75.519,76.0728,76.1,75.7997,75.979,76.2186,75.9704,75.6434,75.987,76.0718,76.1642,76.2082,76.094,76.0833,75.9078,75.6052,75.2765,75.2008,75,75.1109,75.0405,74.8568,74.2458,73.7522,73.0396,72.0981,71.8823,71.0101,69.2664,66.5917,65.8197,65.23,65.082,65.082,64.7679,64.0685,63.913,63.7893,63.653,63.367,63.1089,62.963,62.7626,62.1303,61.5117,60.9872,60.9872,60.1274,59.8823,59.5045,59.1688,58.6747,58.6747,60.059,61.0176,61.6262,61.9629,61.7394,61.2906,60.7168,60.5562,59.847,59.7956,61.2587,61.5137,61.1663,61.0446,60.949,60.964254,61.11532219,61.05841009,60.91284116,60.79665291,60.68935228,60.59769641,60.39623591,60.29463935,60.15702944,58.99173676,58.15154358,56.70793029,56.2306208,56.43361222,56.38311257,56.52864251,56.47560377,56.50187017,56.71485756,56.70499045,56.86870882,57.11721736,57.48697953,57.83980811
서대문구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.4383,60.6874,60.8812,61.8613,62.828,63.2367,63.7777,64.457,65.678,66.3095,66.6602,67.3581,68.6124,68.9577,69.1959,69.7583,70.0999,70.9972,71.4593,71.427,71.8014,72.4811,73.0946,73.4788,74.3201,74.7304,74.8611,75.1739,75.2054,76.0155,76.5201,76.6697,76.7757,77.0979,77.3482,77.3482,78.5589,79.2783,79.5591,79.9991,79.994,80.6359,80.6622,79.9391,79.9307,79.8785,80.086,80.0279,80.0214,79.6128,79.5483,79.3194,78.5106,78.3256,77.944,77.3988,76.8343,76.7154,76.4094,75.228,74.4553,73.8624,73.1354,72.2468,70.9533,69.5447,67.7543,66.5402,66.185,65.7143,65.7143,64.9138,64.749,64.4983,64.4948,64.2188,63.4317,63.016,62.6839,62.0027,61.1276,61.0022,60.4184,60.4184,59.0133,58.6236,57.7988,57.0381,56.3807,56.3807,56.8233,57.3715,58.3566,58.9813,58.8485,58.4075,57.8136,57.3413,57.185,57.3028,57.0313,56.2314,55.9125,56.1396,56.1344,55.989545,55.98663418,56.10273618,56.16499149,56.31655432,56.30041359,56.33794704,56.29887198,56.31777881,56.19224883,55.59516348,54.93872885,54.79227472,54.92210458,55.02034447,55.29754136,55.46351784,55.57758111,55.67534686,55.64969854,55.68219033,55.82139564,56.16010191,56.4514183,56.93446117
마포구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.4008,57.537,57.8029,58.403,59.0722,59.9279,61.842,62.4217,63.3962,64.7657,65.7916,66.6717,67.0643,67.2404,67.25,67.4464,67.7094,67.7055,67.8799,68.0868,68.1569,68.4892,68.9204,69.5342,70.2645,71.0193,72.2716,72.9762,74.191,74.793,75.6027,76.2047,76.767,77.5566,77.922,77.922,78.7653,78.7326,78.864,79.0495,78.7007,78.6604,78.9023,78.4162,78.2883,78.4057,78.3238,78.3642,78.2289,77.8731,77.0861,76.6331,75.6357,75.0507,74.5686,74.158,73.5007,72.2987,71.5045,70.5354,68.0225,67.1976,66.7807,65.2057,63.6459,61.6596,60.5994,60.1236,59.9478,59.7692,59.7692,59.5035,59.3354,59.2158,58.9959,58.3153,57.6575,57.154,56.5547,55.9621,55.3009,54.8012,54.724,54.724,53.8142,53.8493,53.7316,53.24,53.6079,53.6079,54.0733,55.5559,56.1295,55.8981,55.3527,54.9693,54.6204,54.3991,54.6516,54.8244,54.9311,55.015,54.8871,55.0173,55.114,55.097578,55.28320285,55.24871263,55.17626156,55.02625126,55.06944615,55.04874467,55.05845664,55.03434206,54.87672656,54.69007022,53.74710549,52.63481561,52.04205816,51.75161725,51.78957844,51.90333292,51.87884514,51.96882775,52.03834356,52.15148899,52.51045322,52.93592864,53.31807731,53.60146255
양천구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.6177,53.8988,54.1658,54.5781,55.4657,56.494,57.4445,58.0841,58.9131,59.8355,60.4472,61.0528,61.1856,61.371,61.5784,61.6162,61.8027,61.4906,61.2596,61.3468,62.2998,62.7207,63.2696,63.5979,63.369,63.6967,64.1375,65.1828,65.648,66.9574,68.0292,69.2359,70.9352,71.699,72.102,72.102,72.8376,72.7325,72.497,72.2822,71.4257,70.8566,69.7119,69.6912,69.7991,70.0953,70.2626,70.1712,70.2984,70.1454,69.1596,68.776,68.253,68.2319,68.2255,67.8926,66.9451,65.8033,64.9719,64.1079,63.8667,63.7875,63.719,63.4482,62.1123,58.5555,57.8096,57.7151,57.8308,59.1957,59.1957,58.9575,59.1485,59.2224,58.9732,58.3447,58.0327,57.7364,56.8556,56.0291,55.0769,55.0163,54.4805,54.4805,53.3929,53.4298,53.4149,52.3857,51.4643,51.4643,52.461,54.0074,55.1497,55.5491,55.476,55.056,54.9116,54.5023,54.2823,54.24,54.026,53.9984,53.8013,53.8313,54.006,54.249951,54.41632231,54.26643762,54.20742902,54.08053431,54.15255544,54.35758444,54.43322504,54.3601427,54.34181565,51.80992126,50.92047823,49.83748829,49.09959889,48.6422184,48.57199855,48.50429764,48.59390154,48.56759591,48.4079413,48.36461763,48.33261584,48.49321699,48.75332082,49.26513834
강서구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.5803,58.9267,59.486,60.4186,61.8093,63.0041,64.278,65.0381,65.9018,66.3373,66.7741,67.4146,67.4478,67.4071,66.841,66.4882,66.5146,66.7751,67.0639,67.3793,68.2817,68.8757,70.0448,71.3669,72.1146,73.66,75.2364,76.9813,77.8065,79.6011,79.897,80.0559,80.0867,79.3846,79.5385,79.5385,79.6211,79.4521,78.9608,78.0854,77.1017,76.2205,74.8365,74.2205,74.0816,74.0017,73.9804,74.0322,73.9395,73.7824,73.0107,72.2412,71.2031,71.0036,71.0722,70.9315,70.8021,70.5592,70.4274,69.6603,68.7845,68.1861,67.7563,67.219,66.1316,63.3318,60.8914,59.2725,58.9728,58.5924,58.5924,58.3771,58.2279,58.1535,58.3091,58.4662,58.6348,58.5615,58.6123,58.9165,58.6108,58.5785,58.4361,58.4361,57.964,57.7841,57.405,56.6993,56.4053,56.4053,58.0623,60.1135,60.7803,61.1211,60.5596,60.1016,59.6844,59.3949,59.0021,58.1851,56.9577,55.5809,54.9567,54.4203,54.4852,54.635511,54.8215026,54.92960807,54.93109379,55.1980587,55.27840993,55.4407839,55.42377546,55.45134771,55.45480538,54.29485515,52.90345627,51.64563229,50.92783382,50.95358026,50.93672556,51.26310812,51.39643899,51.77314216,52.08045128,52.21230296,52.4785796,53.10896598,53.53395029,53.95052309
구로구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.0682,59.2259,59.4525,60.3409,61.1137,62.1586,62.747,63.5751,64.3165,64.8798,66.7988,67.9241,68.292,68.6223,68.7877,68.9227,69.2114,69.249,69.3779,69.4756,69.6664,69.8698,70.1837,71.1252,71.8692,72.3921,73.0319,73.5103,74.2489,76.3396,77.3069,78.5263,79.0442,79.8006,79.9315,79.9315,80.5403,81.2459,81.5095,81.6185,81.504,81.4021,80.9437,81.0328,80.9262,80.9292,81.0107,80.917,80.6293,80.4327,80.3111,79.9636,79.3247,78.9247,78.4504,78.4149,78.2348,77.9711,77.6559,76.9447,75.7882,75.3006,74.7535,73.4578,72.3181,69.4034,67.666,66.6446,66.4239,67.069,67.069,66.6767,66.6787,66.5625,66.4241,66.0392,65.7023,65.1636,64.9902,64.3393,63.2001,62.6143,61.5772,61.5772,59.7628,59.5777,58.5588,57.3984,56.36,56.36,56.4842,56.4624,58.0874,58.2786,58.439,58.4025,58.1222,58.2223,57.3374,57.0324,57.4736,57.18,56.9472,57.3236,57.3584,57.684955,57.8838167,57.86184319,57.78435671,57.7049955,57.76274999,57.8608941,57.99463825,58.02147581,57.76587917,57.64712774,55.96477526,54.97314465,54.86226875,54.61566877,54.85091029,55.17212844,55.32859244,55.20928206,55.24362253,55.52661114,55.95427781,56.32152507,56.68026009,57.05437708
금천구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.5768,56.5263,56.8985,57.2845,57.8263,59.4145,60.5477,61.7342,62.2363,62.6388,63.6284,64.3844,64.4733,64.5027,64.8758,64.9343,65.0917,65.0643,65.2745,66.4855,66.6215,66.7149,66.8855,66.9221,67.61,67.9222,68.9929,69.7103,70.6534,71.8743,71.7857,71.8927,72.2469,72.7897,73.0477,73.0477,73.6626,73.7501,73.6977,73.3263,73.7449,73.8604,73.9877,73.8227,73.8078,73.777,73.9799,75.8338,75.7897,75.9753,75.6887,75.2306,74.9785,74.7739,74.1019,73.8893,73.2656,72.9916,73.0282,72.8517,72.5708,72.2907,71.892,71.5673,70.9692,68.5631,67.4872,66.3749,66.3106,67.0495,67.0495,66.0493,65.8936,65.8729,65.8715,65.5374,65.2387,64.8698,63.4186,62.9005,61.4283,60.7622,60.3855,60.3855,58.3636,58.1982,57.4693,57.0876,57.6716,57.6716,59.5912,60.7374,62.6946,62.7424,62.2681,61.4977,61.5674,61.0863,61.3329,60.9344,60.1854,59.392,59.1895,59.0339,58.9528,59.008891,58.9399964,58.77012676,58.61420936,58.59129618,58.52871412,58.21881564,58.17840887,58.12470894,57.7411882,59.8732677,58.99670412,57.74728976,56.91335358,56.96364128,57.2486697,57.3831871,57.39050631,57.37256605,57.32042416,57.55830633,57.98504769,58.05397871,58.33349096,58.56361788
영등포구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.8641,54.0531,54.3118,54.7089,55.1962,56.1322,56.7638,57.5645,58.1207,58.8394,59.7082,60.2441,60.5244,61.2242,61.7363,62.0226,62.1449,62.4216,62.7518,62.9548,63.4716,63.6813,63.8936,64.6338,65.634,66.575,67.3615,68.0539,68.291,69.0131,69.5217,70.4965,70.6291,70.6608,71.4334,71.4334,72.2237,72.4936,72.3175,72.2108,71.8107,71.0985,70.1334,69.4565,69.4145,69.9222,69.9294,69.893,69.9064,69.4464,68.8309,68.2247,67.2627,67.1713,66.7669,66.5111,65.7147,64.6782,63.2789,61.9744,60.7208,59.9596,59.4819,58.573,57.4983,54.3892,53.1073,52.7095,52.4172,54.5715,54.5715,54.5843,54.657,54.4812,54.1851,53.2989,52.9907,52.5693,51.646,51.0136,49.8446,49.3595,49.2937,49.2937,48.6024,48.5507,48.3813,47.4198,46.631,46.631,46.5615,48.0222,48.4986,48.6029,48.5756,48.1911,49.1455,48.7624,48.6554,48.5696,48.2285,48.0307,47.7014,47.7657,47.9562,48.308912,48.37000452,48.79314071,49.24163008,50.04993126,50.31401825,50.2598697,50.19510077,50.19117957,50.73617365,53.23460334,52.60590306,51.29582265,50.35555799,50.08778132,50.30787571,50.21224867,50.40366861,50.4579701,50.41921025,50.53780643,50.78680138,51.2295789,51.5179805,51.85648623
동작구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.3605,59.5678,59.7868,60.4264,61.1054,61.7611,62.5028,63.2381,63.7359,65.4721,67.1598,67.7055,68.0824,68.094,68.4421,68.5244,68.8387,69.077,69.6206,69.8685,70.0949,70.4771,71.5945,72.6783,73.3961,74.3468,75.5769,75.8155,77.3913,78.4264,78.9591,79.5595,79.9238,79.5408,79.7643,79.7643,79.9482,80.0217,79.9857,79.6573,79.1731,79.0941,78.1454,77.5031,77.4365,77.3907,77.4432,77.3784,77.2046,77.0565,76.1383,75.2597,74.4016,73.8731,73.2182,73.213,72.1621,71.0377,70.1473,68.1865,67.0062,65.8162,64.8097,64.206,63.3875,60.8011,60.0246,59.5304,59.0144,58.3693,58.3693,57.6265,57.2878,57.2918,57.3357,56.9261,56.6719,56.5585,56.2906,55.9949,54.7939,54.2012,53.8259,53.8259,53.3109,53.1542,52.7573,52.3522,52.3659,52.3659,53.524,54.3664,54.8315,54.3507,53.2286,53.5723,53.9987,53.8832,53.19,53.3018,53.6093,53.647,53.2046,53.113,53.3987,53.42776,53.58459648,53.57631594,53.48518934,53.4300913,53.42979885,53.54187151,53.60095208,53.56833124,53.59791846,55.34827444,54.24160992,53.01563357,51.42629482,50.70202436,50.78198733,50.93721882,51.0717093,51.35954296,51.78565119,52.13376048,52.69071175,53.12214383,53.50705217,54.20549124
관악구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.9923,61.3834,61.5736,61.9991,63.1012,63.818,64.3616,65.1293,65.6701,66.2271,66.962,67.1524,67.5919,67.7627,68.0834,68.1181,68.3727,68.8804,69.4075,69.8962,70.2611,70.5034,71.1317,71.6494,72.1376,72.4083,73.008,74.3313,74.9583,75.8326,76.2541,76.8641,77.0606,77.0459,77.4579,77.4579,77.936,79.8721,80.0642,80.079,80.0916,79.7914,79.7533,79.7774,79.5803,79.5254,79.5505,79.4249,79.7075,79.7453,79.2305,78.8492,78.2452,78.0264,78.0178,77.9888,77.6491,77.3665,76.8843,76.1026,75.5552,75.009,74.2625,73.8013,72.2491,69.5723,67.532,66.7016,67.0205,66.8278,66.8278,66.4783,66.1921,66.0515,66.0252,65.6608,65.1486,64.9542,64.824,64.4641,63.709,63.1553,62.6688,62.6688,61.107,60.7912,60.2842,58.7553,58.1164,58.1164,58.983,60.5093,60.8548,60.9544,62.593,63.2407,62.7754,62.7226,62.612,61.8998,61.375,60.9756,60.6442,60.2714,60.4489,60.618866,60.69234433,60.57491724,60.63121988,60.67968185,60.7535599,60.84622925,60.68036387,60.6843856,60.41222747,59.62958729,58.34555169,56.70451645,55.81312974,55.36966735,55.27209938,55.64378756,55.63472479,55.61358064,55.91807771,56.45154459,56.53424505,56.72271506,56.86427879,57.07559799
서초구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.8625,53.967,54.1248,54.2048,54.5643,55.3063,55.9841,56.8334,57.7385,58.4649,58.932,59.1103,59.542,59.5466,59.6695,59.7004,60.0992,60.2342,60.1812,60.334,61.1752,62.0553,63.731,64.5852,65.3205,65.7284,65.6926,65.9025,65.9557,65.9089,66.2737,66.491,66.7637,67.0759,67.3073,67.3073,67.4685,67.0723,66.382,65.8887,64.8711,64.3328,63.489,63.0283,63.1434,63.34,63.391,63.4361,63.7538,63.7618,62.6201,61.8247,60.0771,59.3322,58.7049,57.6351,56.4438,57.2805,55.8816,54.2314,53.611,53.4044,53.1622,52.7842,56.6105,54.1556,52.9607,52.7425,52.6778,54.0698,54.0698,53.6545,53.7562,53.8339,53.7504,53.4159,52.7702,52.182,51.8134,51.5863,51.1968,51.3087,51.1739,51.1739,51.5106,51.6592,51.9168,51.7924,51.572,51.572,52.9843,54.1565,54.6589,54.7027,54.2943,54.0457,53.9007,53.8011,55.9171,56.1807,55.4171,54.9539,54.5468,53.9726,53.3877,53.323286,53.39730487,53.26475477,53.42586623,54.05125195,53.71174329,53.66842884,53.46325335,53.25796058,52.87496103,49.47014275,47.96300318,46.87236026,45.94431339,45.59052539,45.06888413,45.17501005,45.27665546,45.1429399,45.048054,45.20617462,45.80392416,46.02667705,46.40687685,46.66384244
